objloc,rss,time,beacon
232000,-88,1590521934472,9
232000,-81,1590521934491,20
232000,-87,1590521934576,9
232000,-70,1590521934581,19
232000,-81,1590521934615,20
232000,-73,1590521934691,19
232000,-82,1590521934714,20
232000,-84,1590521934794,9
232000,-82,1590521934825,20
232000,-96,1590521934828,22
232000,-96,1590521934833,1
232000,-83,1590521934909,9
232000,-100,1590521934919,8
232000,-78,1590521934925,19
232000,-82,1590521934934,20
232000,-89,1590521934965,1
232000,-99,1590521934968,5
232000,-90,1590521935020,9
232000,-90,1590521935023,8
232000,-72,1590521935026,19
232000,-76,1590521935033,20
232000,-89,1590521935102,9
232000,-92,1590521935106,8
232000,-72,1590521935140,19
232000,-84,1590521935146,20
232000,-77,1590521935150,1
232000,-97,1590521935205,9
232000,-67,1590521935209,19
232000,-92,1590521935238,8
232000,-77,1590521935245,1
232000,-99,1590521935270,5
232000,-95,1590521935342,9
232000,-64,1590521935345,19
232000,-77,1590521935352,1
232000,-69,1590521935426,19
232000,-90,1590521935457,20
232000,-76,1590521935475,1
232000,-99,1590521935480,24
232000,-72,1590521935541,19
232000,-76,1590521935549,1
232000,-69,1590521935667,19
232000,-83,1590521935672,20
232000,-76,1590521935675,1
232000,-98,1590521935725,9
232000,-86,1590521935757,8
232000,-70,1590521935767,19
232000,-83,1590521935771,20
232000,-77,1590521935774,1
232000,-101,1590521935777,22
232000,-98,1590521935841,9
232000,-68,1590521935875,19
232000,-86,1590521935879,20
232000,-78,1590521935882,1
232000,-89,1590521935948,8
232000,-67,1590521935979,19
232000,-82,1590521935984,20
232000,-78,1590521935988,1
232000,-67,1590521936063,19
232000,-82,1590521936092,20
232000,-78,1590521936095,1
232000,-87,1590521936167,8
232000,-64,1590521936174,19
232000,-83,1590521936196,20
232000,-78,1590521936201,1
232000,-68,1590521936264,19
232000,-83,1590521936268,20
232000,-78,1590521936295,1
232000,-99,1590521936362,9
232000,-87,1590521936398,8
232000,-98,1590521936463,9
232000,-87,1590521936504,8
232000,-69,1590521936507,19
232000,-82,1590521936511,20
232000,-77,1590521936514,1
232000,-100,1590521936580,9
232000,-87,1590521936588,8
232000,-82,1590521936618,20
232000,-68,1590521936622,19
232000,-77,1590521936627,1
