objloc,rss,time,beacon
000024,-90,1451979453341,4
000024,-80,1451979453364,6
000024,-94,1451979453402,13
000024,-94,1451979453417,11
000024,-84,1451979453467,4
000024,-93,1451979453471,12
000024,-82,1451979453477,6
000024,-96,1451979453499,3
000024,-95,1451979453527,11
000024,-91,1451979453556,4
000024,-95,1451979453584,12
000024,-81,1451979453588,6
000024,-96,1451979453602,3
000024,-95,1451979453625,11
000024,-87,1451979453658,4
000024,-93,1451979453671,12
000024,-77,1451979453676,6
000024,-98,1451979453704,25
000024,-97,1451979453736,11
000024,-96,1451979453758,4
000024,-91,1451979453785,12
000024,-74,1451979453788,6
000024,-98,1451979453805,25
000024,-97,1451979453810,3
000024,-97,1451979453835,13
000024,-97,1451979453839,11
000024,-83,1451979453868,4
000024,-91,1451979453887,12
000024,-75,1451979453891,6
000024,-99,1451979453911,25
000024,-95,1451979453916,3
000024,-98,1451979453938,13
000024,-79,1451979453972,4
000024,-90,1451979453988,12
000024,-93,1451979454021,3
000024,-92,1451979454039,13
000024,-76,1451979454076,4
000024,-70,1451979454104,6
000024,-94,1451979454122,3
000024,-95,1451979454140,13
000024,-84,1451979454187,4
000024,-92,1451979454205,12
000024,-75,1451979454209,6
000024,-95,1451979454223,3
000024,-92,1451979454253,11
000024,-81,1451979454281,4
000024,-87,1451979454305,12
000024,-74,1451979454309,6
000024,-95,1451979454323,3
000024,-98,1451979454338,25
000024,-100,1451979454356,13
000024,-83,1451979454386,4
000024,-93,1451979454409,12
000024,-72,1451979454439,6
000024,-96,1451979454442,3
000024,-94,1451979454459,13
000024,-100,1451979454491,11
000024,-87,1451979454495,4
000024,-68,1451979454518,6
000024,-98,1451979454561,13
000024,-86,1451979454593,4
000024,-88,1451979454623,12
000024,-70,1451979454627,6
000024,-100,1451979454681,11
000024,-81,1451979454707,4
000024,-95,1451979454724,12
000024,-68,1451979454740,6
000024,-95,1451979454780,13
000024,-102,1451979454796,11
000024,-79,1451979454804,4
000024,-92,1451979454830,12
000024,-68,1451979454858,6
000024,-97,1451979454879,13
000024,-101,1451979454908,11
000024,-78,1451979454912,4
000024,-88,1451979454933,12
000024,-69,1451979454938,6
000024,-97,1451979454991,25
000024,-93,1451979454995,13
000024,-79,1451979455010,4
000024,-69,1451979455037,6
000024,-92,1451979455085,13
000024,-80,1451979455109,4
000024,-88,1451979455144,12
000024,-69,1451979455148,6
000024,-96,1451979455190,13
000024,-80,1451979455209,4
000024,-69,1451979455248,6
000024,-89,1451979455253,12
000024,-96,1451979455294,13
000024,-79,1451979455311,4
000024,-97,1451979455315,11
000024,-69,1451979455352,6
000024,-90,1451979455357,12
000024,-85,1451979455477,12
000024,-101,1451979455482,25
000024,-94,1451979455518,11
000024,-85,1451979455544,4
000024,-69,1451979455561,6
000024,-87,1451979455578,12
000024,-93,1451979455624,11
000024,-86,1451979455644,4
000024,-70,1451979455661,6
000024,-100,1451979455688,25
000024,-93,1451979455731,11
000024,-99,1451979455737,13
000024,-88,1451979455763,4
000024,-70,1451979455766,6
000024,-97,1451979455780,5
000024,-87,1451979455787,12
000024,-96,1451979455832,13
000024,-91,1451979455845,11
000024,-89,1451979455849,4
000024,-98,1451979455886,5
000024,-86,1451979455889,12
000024,-96,1451979455938,13
000024,-88,1451979455964,4
000024,-69,1451979455973,6
000024,-85,1451979455992,12
000024,-95,1451979456042,13
000024,-92,1451979456045,11
000024,-88,1451979456065,4
000024,-69,1451979456085,6
000024,-87,1451979456114,12
000024,-96,1451979456142,13
000024,-91,1451979456164,11
000024,-87,1451979456167,4
000024,-69,1451979456181,6
000024,-87,1451979456202,12
000024,-95,1451979456248,13
000024,-91,1451979456266,11
000024,-87,1451979456272,4
000024,-70,1451979456303,6
000024,-98,1451979456308,5
000024,-95,1451979456368,13
000024,-91,1451979456373,11
000024,-87,1451979456377,4
000024,-70,1451979456403,6
000024,-97,1451979456410,5
000024,-87,1451979456414,12
000024,-95,1451979456462,13
000024,-93,1451979456467,11
000024,-85,1451979456485,4
000024,-69,1451979456519,6
000024,-91,1451979456566,11
000024,-95,1451979456574,13
000024,-86,1451979456603,4
000024,-69,1451979456608,6
000024,-87,1451979456635,12
000024,-97,1451979456640,5
000024,-92,1451979456671,11
000024,-97,1451979456703,13
000024,-86,1451979456710,4
000024,-69,1451979456713,6
000024,-86,1451979456736,12
000024,-98,1451979456740,5
000024,-93,1451979456802,11
000024,-98,1451979456807,13
000024,-86,1451979456811,4
