objloc,rss,time,beacon
050000,-88,1590519174632,4
050000,-77,1590519174646,11
050000,-79,1590519174667,3
050000,-91,1590519174689,5
050000,-93,1590519174707,20
050000,-87,1590519174739,4
050000,-74,1590519174768,11
050000,-94,1590519174773,25
050000,-77,1590519174793,3
050000,-88,1590519174797,5
050000,-93,1590519174817,20
050000,-86,1590519174847,4
050000,-78,1590519174879,3
050000,-97,1590519174901,20
050000,-88,1590519174957,4
050000,-77,1590519174960,11
050000,-95,1590519174987,19
050000,-76,1590519174991,3
050000,-94,1590519174995,9
050000,-81,1590519175019,5
050000,-76,1590519175062,11
050000,-97,1590519175086,19
050000,-96,1590519175094,25
050000,-79,1590519175111,3
050000,-95,1590519175115,9
050000,-83,1590519175119,5
050000,-91,1590519175122,20
050000,-89,1590519175183,4
050000,-96,1590519175186,19
050000,-76,1590519175190,11
050000,-95,1590519175210,25
050000,-81,1590519175213,3
050000,-83,1590519175234,5
050000,-92,1590519175238,20
050000,-76,1590519175276,11
050000,-93,1590519175308,25
050000,-79,1590519175331,3
050000,-84,1590519175335,5
050000,-96,1590519175337,20
050000,-76,1590519175383,11
050000,-78,1590519175408,3
050000,-84,1590519175435,5
050000,-99,1590519175439,20
050000,-98,1590519175484,19
050000,-75,1590519175488,11
050000,-79,1590519175511,3
050000,-86,1590519175539,5
050000,-75,1590519175621,3
050000,-92,1590519175636,5
050000,-91,1590519175642,20
050000,-95,1590519175685,4
050000,-89,1590519175715,9
050000,-77,1590519175736,3
050000,-96,1590519175755,20
050000,-91,1590519175796,4
050000,-82,1590519175821,11
050000,-92,1590519175828,9
050000,-78,1590519175841,3
050000,-82,1590519175907,11
050000,-92,1590519175928,9
050000,-78,1590519175954,3
050000,-89,1590519176001,4
050000,-83,1590519176022,11
050000,-88,1590519176040,25
050000,-93,1590519176048,9
050000,-77,1590519176052,3
050000,-85,1590519176071,5
050000,-81,1590519176122,11
050000,-91,1590519176230,11
050000,-92,1590519176259,25
050000,-89,1590519176282,5
050000,-92,1590519176337,11
050000,-93,1590519176357,25
050000,-87,1590519176361,3
050000,-94,1590519176383,20
050000,-94,1590519176441,19
050000,-83,1590519176461,11
050000,-91,1590519176465,9
050000,-78,1590519176468,3
050000,-85,1590519176474,5
050000,-95,1590519176533,19
050000,-94,1590519176557,4
050000,-95,1590519176562,25
050000,-88,1590519176575,5
050000,-96,1590519176643,19
050000,-88,1590519176657,11
050000,-86,1590519176674,9
050000,-81,1590519176690,3
050000,-82,1590519176753,11
050000,-93,1590519176774,25
050000,-84,1590519176780,5
050000,-76,1590519176795,3
050000,-95,1590519176862,19
050000,-84,1590519176866,11
050000,-92,1590519176893,9
050000,-88,1590519176899,25
050000,-91,1590519176903,5
050000,-77,1590519176906,3
050000,-98,1590519176938,20
050000,-92,1590519176958,4
050000,-96,1590519176976,19
050000,-89,1590519176981,9
050000,-90,1590519176985,11
050000,-96,1590519176999,5
050000,-91,1590519177003,25
050000,-76,1590519177025,3
050000,-91,1590519177068,9
050000,-82,1590519177094,11
050000,-77,1590519177112,3
050000,-90,1590519177175,9
050000,-88,1590519177192,11
050000,-95,1590519177212,25
050000,-97,1590519177217,5
050000,-76,1590519177242,3
050000,-90,1590519177284,9
050000,-84,1590519177311,11
050000,-97,1590519177315,25
050000,-77,1590519177329,3
050000,-90,1590519177384,9
050000,-82,1590519177410,11
050000,-96,1590519177416,25
050000,-95,1590519177489,19
050000,-90,1590519177510,4
050000,-81,1590519177514,11
