objloc,rss,time,beacon
000020,-91,1451670376317,25
000020,-84,1451670376322,4
000020,-76,1451670376351,6
000020,-89,1451670376371,13
000020,-84,1451670376393,11
000020,-87,1451670376421,25
000020,-86,1451670376437,4
000020,-96,1451670376455,3
000020,-78,1451670376461,6
000020,-89,1451670376486,13
000020,-95,1451670376490,12
000020,-84,1451670376507,11
000020,-88,1451670376538,25
000020,-82,1451670376541,4
000020,-94,1451670376561,3
000020,-78,1451670376564,6
000020,-94,1451670376587,13
000020,-91,1451670376605,12
000020,-82,1451670376608,11
000020,-88,1451670376624,25
000020,-84,1451670376657,4
000020,-92,1451670376688,3
000020,-80,1451670376691,6
000020,-88,1451670376707,12
000020,-83,1451670376711,11
000020,-91,1451670376728,25
000020,-81,1451670376755,4
000020,-93,1451670376783,3
000020,-81,1451670376797,6
000020,-87,1451670376823,12
000020,-83,1451670376826,11
000020,-90,1451670376842,25
000020,-98,1451670376891,3
000020,-78,1451670376895,6
000020,-99,1451670376899,13
000020,-89,1451670376916,12
000020,-82,1451670376941,11
000020,-91,1451670376950,25
000020,-80,1451670376963,4
000020,-95,1451670376967,5
000020,-95,1451670376990,3
000020,-77,1451670376997,6
000020,-91,1451670377012,12
000020,-82,1451670377042,11
000020,-90,1451670377047,25
000020,-77,1451670377060,4
000020,-96,1451670377066,5
000020,-97,1451670377093,3
000020,-77,1451670377101,6
000020,-92,1451670377116,13
000020,-93,1451670377122,12
000020,-81,1451670377141,11
000020,-88,1451670377158,25
000020,-76,1451670377164,4
000020,-98,1451670377168,5
000020,-84,1451670377195,6
000020,-94,1451670377199,13
000020,-84,1451670377261,25
000020,-93,1451670377292,5
000020,-83,1451670377310,6
000020,-95,1451670377327,12
000020,-84,1451670377343,11
000020,-83,1451670377360,25
000020,-78,1451670377365,4
000020,-98,1451670377393,3
000020,-78,1451670377411,6
000020,-93,1451670377416,13
000020,-96,1451670377434,12
000020,-91,1451670377461,11
000020,-98,1451670377502,3
000020,-77,1451670377529,6
000020,-97,1451670377533,13
000020,-92,1451670377539,12
