objloc,rss,time,beacon
324000,-88,158963926,1
324000,-94,158963956,22
324000,-70,158963989,8
324000,-91,158963994,19
324000,-82,158964013,24
324000,-89,158964035,1
324000,-90,158964064,22
324000,-76,158964104,8
324000,-76,158964110,19
324000,-83,158964131,24
324000,-82,158964142,1
324000,-94,158964165,20
324000,-89,158964169,22
324000,-81,158964198,8
324000,-89,158964203,19
324000,-83,158964223,24
324000,-99,158964244,9
324000,-85,158964251,1
324000,-101,158964268,20
324000,-87,158964271,22
324000,-79,158964296,8
324000,-88,158964299,19
324000,-83,158964314,24
324000,-87,158964349,1
324000,-83,158964377,22
324000,-80,158964402,8
324000,-94,158964405,19
324000,-82,158964426,24
324000,-98,158964446,9
324000,-83,158964450,1
324000,-86,158964494,22
324000,-91,158964514,19
324000,-81,158964544,24
324000,-90,158964569,1
324000,-84,158964594,22
324000,-81,158964598,8
324000,-86,158964616,19
324000,-82,158964646,24
324000,-84,158964677,1
324000,-78,158964730,8
324000,-82,158964733,24
324000,-96,158964756,9
324000,-83,158964781,1
324000,-95,158964784,20
324000,-83,158964811,22
324000,-76,158964821,8
324000,-84,158964844,24
324000,-87,158964883,1
324000,-95,158964887,20
324000,-84,158964904,22
324000,-77,158964915,8
324000,-92,158964935,19
324000,-87,158964959,24
324000,-99,158964968,9
324000,-82,158964994,1
324000,-93,158965004,20
324000,-89,158965027,22
324000,-78,158965030,8
324000,-88,158965046,19
324000,-88,158965050,24
324000,-82,158965079,1
324000,-82,158965117,8
324000,-88,158965161,24
324000,-83,158965187,1
324000,-93,158965211,20
324000,-84,158965229,22
324000,-81,158965233,8
324000,-94,158965260,19
324000,-79,158965287,1
324000,-83,158965325,22
324000,-83,158965346,8
324000,-98,158965374,9
324000,-84,158965393,1
324000,-96,158965411,20
324000,-83,158965442,22
324000,-89,158965446,8
324000,-89,158965462,19
324000,-86,158965500,1
324000,-83,158965547,22
324000,-80,158965550,8
324000,-84,158965576,24
324000,-84,158965603,1
324000,-95,158965627,20
324000,-85,158965661,22
324000,-76,158965664,8
324000,-88,158965684,24
324000,-92,158965688,19
324000,-88,158965715,1
324000,-91,158965741,20
324000,-79,158965761,8
324000,-84,158965765,22
324000,-87,158965794,24
324000,-89,158965797,19
324000,-88,158965814,1
324000,-93,158965842,20
324000,-77,158965866,8
324000,-87,158965870,22
324000,-87,158965894,24
324000,-88,158965901,19
324000,-83,158965925,1
324000,-93,158965929,20
324000,-86,158965989,24
324000,-90,158966011,19
324000,-83,158966027,1
324000,-94,158966057,20
324000,-78,158966061,8
324000,-91,158966064,22
324000,-88,158966107,24
324000,-91,158966126,19
324000,-86,158966133,1
324000,-93,158966156,20
324000,-79,158966179,8
324000,-90,158966209,24
324000,-92,158966226,19
324000,-84,158966232,1
324000,-93,158966257,20
324000,-94,158966280,22
324000,-76,158966284,8
324000,-89,158966310,24
324000,-90,158966341,19
324000,-84,158966344,1
324000,-93,158966362,20
324000,-92,158966389,22
324000,-79,158966392,8
324000,-88,158966414,24
324000,-93,158966445,19
324000,-94,158966465,20
324000,-91,158966492,22
324000,-79,158966497,8
324000,-88,158966523,24
324000,-92,158966544,19
324000,-84,158966548,1
324000,-94,158966572,20
324000,-90,158966595,22
324000,-86,158966623,24
324000,-94,158966648,19
324000,-85,158966654,1
324000,-70,158966695,8
324000,-92,158966698,22
324000,-93,158966722,24
324000,-94,158966775,20
324000,-90,158966799,22
324000,-73,158966823,8
324000,-95,158966829,24
324000,-95,158966855,19
324000,-93,158966879,20
324000,-88,158966912,22
324000,-72,158966916,8
324000,-90,158966940,24
324000,-87,158966967,1
324000,-90,158966992,20
324000,-93,158967028,22
324000,-71,158967031,8
324000,-89,158967035,24
324000,-88,158967057,1
324000,-92,158967089,19
324000,-98,158967098,20
324000,-87,158967119,22
324000,-70,158967140,8
324000,-90,158967144,24
324000,-88,158967171,1
324000,-95,158967175,19
324000,-91,158967196,20
324000,-93,158967224,22
324000,-71,158967228,8
324000,-90,158967263,1
324000,-94,158967288,19
324000,-89,158967340,22
324000,-70,158967343,8
324000,-90,158967346,24
324000,-88,158967364,1
324000,-94,158967391,19
324000,-72,158967432,8
324000,-90,158967437,22
324000,-92,158967457,24
324000,-92,158967492,1
