objloc,rss,time,beacon
274000,-93,1451983012028,9
274000,-86,1451983012034,24
274000,-85,1451983012050,20
274000,-91,1451983012055,22
274000,-76,1451983012060,1
274000,-78,1451983012065,19
274000,-94,1451983012129,9
274000,-84,1451983012133,24
274000,-89,1451983012160,20
274000,-87,1451983012167,22
274000,-80,1451983012174,1
274000,-80,1451983012191,19
274000,-91,1451983012195,8
274000,-95,1451983012242,9
274000,-83,1451983012246,24
274000,-87,1451983012250,20
274000,-80,1451983012267,1
274000,-86,1451983012271,22
274000,-88,1451983012274,19
274000,-88,1451983012300,8
274000,-84,1451983012350,24
274000,-85,1451983012360,20
274000,-80,1451983012378,1
274000,-86,1451983012383,22
274000,-79,1451983012396,19
274000,-91,1451983012430,9
274000,-86,1451983012446,24
274000,-87,1451983012464,20
274000,-87,1451983012480,22
274000,-78,1451983012484,19
274000,-87,1451983012501,8
274000,-91,1451983012552,9
274000,-86,1451983012557,24
274000,-90,1451983012579,20
274000,-90,1451983012583,1
274000,-86,1451983012605,22
274000,-75,1451983012610,19
274000,-82,1451983012615,8
274000,-93,1451983012647,9
274000,-82,1451983012653,24
274000,-93,1451983012688,20
274000,-92,1451983012691,1
274000,-88,1451983012694,22
274000,-77,1451983012716,19
274000,-82,1451983012721,8
274000,-93,1451983012758,9
274000,-91,1451983012772,24
274000,-84,1451983012776,20
274000,-81,1451983012797,1
274000,-88,1451983012803,22
274000,-82,1451983012824,19
274000,-83,1451983012828,8
274000,-92,1451983012856,9
274000,-88,1451983012881,24
274000,-83,1451983012890,20
274000,-73,1451983012906,19
274000,-88,1451983012941,8
274000,-97,1451983012965,9
274000,-91,1451983012969,24
274000,-94,1451983012982,20
274000,-92,1451983013002,1
274000,-93,1451983013008,22
274000,-79,1451983013035,19
274000,-86,1451983013040,8
274000,-92,1451983013071,9
274000,-92,1451983013074,24
274000,-89,1451983013090,20
274000,-93,1451983013096,22
274000,-83,1451983013118,1
274000,-81,1451983013128,19
274000,-88,1451983013152,8
274000,-94,1451983013172,9
274000,-83,1451983013200,20
274000,-99,1451983013206,22
274000,-79,1451983013224,1
274000,-84,1451983013251,19
274000,-97,1451983013273,24
274000,-82,1451983013306,20
274000,-92,1451983013310,22
274000,-75,1451983013326,1
274000,-83,1451983013354,19
274000,-93,1451983013372,24
274000,-93,1451983013404,20
274000,-91,1451983013408,22
274000,-76,1451983013422,1
274000,-77,1451983013455,19
274000,-89,1451983013465,8
274000,-90,1451983013508,20
274000,-92,1451983013538,22
274000,-80,1451983013547,1
274000,-81,1451983013561,19
274000,-89,1451983013569,8
274000,-89,1451983013610,20
274000,-92,1451983013640,22
274000,-84,1451983013644,1
274000,-81,1451983013663,19
274000,-90,1451983013715,20
274000,-92,1451983013739,22
274000,-81,1451983013756,1
274000,-89,1451983013761,8
274000,-81,1451983013777,19
274000,-90,1451983013817,20
274000,-90,1451983013844,22
274000,-81,1451983013860,1
274000,-89,1451983013865,8
274000,-78,1451983013890,19
274000,-63,1451983013954,1
274000,-67,1451983013980,8
274000,-76,1451983013987,19
274000,-86,1451983014042,20
274000,-89,1451983014062,22
274000,-81,1451983014068,1
274000,-88,1451983014091,8
274000,-81,1451983014099,19
274000,-87,1451983014141,20
274000,-90,1451983014159,22
274000,-83,1451983014262,20
274000,-88,1451983014268,22
274000,-82,1451983014293,1
274000,-79,1451983014296,19
274000,-93,1451983014348,24
274000,-83,1451983014351,20
274000,-87,1451983014379,22
274000,-82,1451983014384,1
274000,-82,1451983014404,19
274000,-91,1451983014435,24
274000,-88,1451983014461,20
274000,-88,1451983014483,22
274000,-85,1451983014516,19
274000,-83,1451983014520,8
274000,-95,1451983014539,24
274000,-84,1451983014562,20
274000,-89,1451983014588,22
274000,-76,1451983014592,1
274000,-91,1451983014638,24
274000,-84,1451983014666,20
274000,-93,1451983014697,22
274000,-77,1451983014702,1
274000,-78,1451983014717,19
274000,-79,1451983014721,8
274000,-88,1451983014746,24
274000,-83,1451983014780,20
274000,-89,1451983014798,22
274000,-73,1451983014816,1
274000,-83,1451983014826,19
274000,-84,1451983014830,8
274000,-88,1451983014860,24
274000,-94,1451983014863,9
274000,-74,1451983014904,1
274000,-87,1451983014932,19
274000,-87,1451983014940,8
274000,-93,1451983014982,9
274000,-81,1451983015013,20
274000,-88,1451983015019,22
274000,-78,1451983015025,1
274000,-83,1451983015052,19
274000,-92,1451983015057,8
274000,-90,1451983015076,24
274000,-86,1451983015099,20
274000,-86,1451983015116,22
274000,-75,1451983015120,1
274000,-83,1451983015132,19
274000,-84,1451983015135,8
274000,-98,1451983015184,9
274000,-84,1451983015201,20
274000,-82,1451983015218,1
274000,-79,1451983015221,22
274000,-83,1451983015223,19
274000,-79,1451983015234,8
274000,-84,1451983015302,20
274000,-81,1451983015318,1
274000,-86,1451983015332,22
274000,-89,1451983015336,19
274000,-85,1451983015350,8
274000,-84,1451983015406,20
274000,-81,1451983015473,1
274000,-81,1451983015478,19
274000,-84,1451983015523,20
274000,-84,1451983015561,19
274000,-85,1451983015624,20
274000,-86,1451983015644,22
274000,-87,1451983015673,19
274000,-84,1451983015683,8
274000,-84,1451983015729,20
274000,-87,1451983015759,22
274000,-81,1451983015765,1
274000,-84,1451983015798,8
274000,-94,1451983015827,9
274000,-87,1451983015861,20
274000,-87,1451983015867,22
274000,-83,1451983015870,1
274000,-84,1451983015880,19
274000,-82,1451983015902,8
274000,-82,1451983015942,20
274000,-88,1451983015978,22
274000,-75,1451983015985,1
274000,-87,1451983016013,8
274000,-92,1451983016021,9
274000,-85,1451983016050,20
274000,-88,1451983016054,22
274000,-78,1451983016057,1
274000,-87,1451983016076,19
274000,-86,1451983016102,8
274000,-84,1451983016159,20
274000,-88,1451983016163,22
274000,-87,1451983016177,19
274000,-88,1451983016196,8
274000,-77,1451983016266,1
274000,-87,1451983016305,8
274000,-84,1451983016418,20
274000,-83,1451983016422,19
274000,-83,1451983016425,1
274000,-83,1451983016435,8
274000,-93,1451983016449,9
274000,-83,1451983016480,20
274000,-88,1451983016494,22
274000,-79,1451983016497,19
274000,-79,1451983016499,1
274000,-84,1451983016510,8
274000,-90,1451983016575,20
274000,-83,1451983016595,22
274000,-81,1451983016599,1
274000,-82,1451983016619,8
274000,-99,1451983016650,9
274000,-85,1451983016681,20
274000,-87,1451983016687,22
274000,-81,1451983016721,8
274000,-83,1451983016782,20
274000,-89,1451983016816,22
274000,-84,1451983016827,1
274000,-91,1451983016831,19
274000,-83,1451983016840,8
274000,-86,1451983016893,20
274000,-89,1451983016917,22
274000,-82,1451983016921,19
274000,-79,1451983016926,1
274000,-98,1451983016957,9
274000,-88,1451983016996,20
274000,-77,1451983017020,19
274000,-88,1451983017061,8
274000,-91,1451983017066,24
274000,-98,1451983017070,9
274000,-86,1451983017099,20
274000,-80,1451983017119,19
274000,-91,1451983017130,1
274000,-89,1451983017156,8
274000,-91,1451983017161,24
274000,-88,1451983017203,20
274000,-79,1451983017239,19
274000,-96,1451983017243,22
274000,-90,1451983017251,8
274000,-95,1451983017271,24
274000,-88,1451983017321,20
274000,-94,1451983017332,22
274000,-92,1451983017357,8
274000,-91,1451983017387,24
274000,-87,1451983017422,20
274000,-79,1451983017429,19
274000,-95,1451983017456,22
274000,-84,1451983017461,1
274000,-88,1451983017540,20
274000,-77,1451983017546,1
274000,-94,1451983017555,22
274000,-88,1451983017573,8
274000,-90,1451983017605,24
274000,-89,1451983017623,20
274000,-82,1451983017657,19
274000,-92,1451983017661,22
274000,-89,1451983017665,1
274000,-91,1451983017669,8
274000,-89,1451983017724,20
274000,-84,1451983017757,19
274000,-80,1451983017766,1
274000,-93,1451983017770,22
274000,-88,1451983017793,8
274000,-87,1451983017801,24
274000,-88,1451983017829,20
274000,-79,1451983017860,19
274000,-82,1451983017870,1
274000,-87,1451983017892,8
274000,-89,1451983017931,20
274000,-83,1451983017937,19
274000,-87,1451983017970,1
274000,-84,1451983017992,8
274000,-91,1451983018040,19
274000,-92,1451983018060,22
274000,-83,1451983018067,1
274000,-82,1451983018100,8
274000,-89,1451983018126,24
274000,-82,1451983018162,20
274000,-89,1451983018169,22
274000,-82,1451983018173,1
274000,-81,1451983018201,8
274000,-90,1451983018221,24
274000,-79,1451983018253,19
274000,-90,1451983018259,20
274000,-95,1451983018279,22
274000,-82,1451983018286,1
274000,-76,1451983018313,8
274000,-96,1451983018318,24
274000,-85,1451983018354,19
274000,-90,1451983018380,22
274000,-84,1451983018388,1
274000,-80,1451983018413,8
274000,-96,1451983018418,24
274000,-83,1451983018467,19
274000,-91,1451983018474,22
274000,-86,1451983018501,1
274000,-80,1451983018513,8
274000,-97,1451983018530,24
274000,-90,1451983018570,22
274000,-83,1451983018575,19
274000,-89,1451983018579,20
274000,-76,1451983018603,8
274000,-90,1451983018665,22
274000,-83,1451983018732,1
274000,-76,1451983018741,8
274000,-96,1451983018746,24
274000,-90,1451983018776,22
274000,-85,1451983018796,1
274000,-76,1451983018813,8
274000,-90,1451983018879,22
274000,-87,1451983018883,20
274000,-85,1451983018916,1
274000,-79,1451983018918,8
274000,-82,1451983018983,19
274000,-91,1451983018995,22
274000,-84,1451983019011,1
274000,-98,1451983019044,24
274000,-84,1451983019096,19
274000,-89,1451983019100,20
274000,-85,1451983019119,1
274000,-76,1451983019122,8
274000,-83,1451983019196,19
274000,-90,1451983019221,22
274000,-88,1451983019263,1
274000,-80,1451983019268,8
274000,-91,1451983019309,22
274000,-91,1451983019336,1
274000,-81,1451983019341,8
274000,-90,1451983019378,24
274000,-93,1451983019437,22
274000,-88,1451983019442,20
274000,-83,1451983019471,8
274000,-91,1451983019487,24
274000,-92,1451983019525,22
274000,-95,1451983019555,1
274000,-81,1451983019561,8
274000,-92,1451983019588,24
274000,-97,1451983019593,9
274000,-92,1451983019625,22
274000,-89,1451983019629,20
274000,-89,1451983019657,1
274000,-84,1451983019662,8
274000,-92,1451983019693,24
274000,-91,1451983019729,22
274000,-89,1451983019735,20
274000,-90,1451983019764,1
274000,-82,1451983019768,8
274000,-92,1451983019789,24
274000,-83,1451983019824,19
274000,-92,1451983019831,22
274000,-92,1451983019864,20
274000,-86,1451983019868,1
274000,-83,1451983019891,8
274000,-88,1451983019898,24
274000,-83,1451983019935,19
274000,-93,1451983019939,22
274000,-88,1451983019966,20
274000,-85,1451983019970,1
274000,-83,1451983019992,8
274000,-90,1451983019999,24
274000,-84,1451983020060,19
274000,-92,1451983020068,22
274000,-86,1451983020086,20
274000,-85,1451983020091,1
274000,-86,1451983020093,8
274000,-92,1451983020111,24
274000,-82,1451983020138,19
274000,-92,1451983020140,22
274000,-96,1451983020155,20
274000,-88,1451983020170,1
274000,-83,1451983020187,8
274000,-91,1451983020204,24
274000,-82,1451983020232,19
274000,-92,1451983020256,22
274000,-79,1451983020271,1
274000,-87,1451983020288,8
274000,-89,1451983020310,24
274000,-83,1451983020332,19
274000,-91,1451983020357,22
274000,-92,1451983020380,1
274000,-86,1451983020412,8
274000,-89,1451983020433,24
274000,-82,1451983020462,19
274000,-91,1451983020471,22
274000,-90,1451983020474,20
274000,-82,1451983020496,1
274000,-87,1451983020501,8
274000,-88,1451983020529,24
274000,-82,1451983020563,19
274000,-88,1451983020597,1
274000,-89,1451983020602,8
274000,-88,1451983020640,24
274000,-84,1451983020667,19
274000,-91,1451983020679,22
