objloc,rss,time,beacon
134000,-92,1451981824255,11
134000,-85,1451981824274,20
134000,-89,1451981824280,5
134000,-87,1451981824312,19
134000,-86,1451981824340,3
134000,-90,1451981824362,11
134000,-79,1451981824390,9
134000,-84,1451981824396,20
134000,-91,1451981824399,5
134000,-86,1451981824435,3
134000,-96,1451981824462,11
134000,-100,1451981824520,8
134000,-82,1451981824547,3
134000,-95,1451981824574,11
134000,-86,1451981824658,3
134000,-97,1451981824675,11
134000,-86,1451981824698,5
134000,-84,1451981824703,20
134000,-89,1451981824731,19
134000,-88,1451981824759,3
134000,-92,1451981824775,11
134000,-99,1451981824830,24
134000,-84,1451981824859,19
134000,-88,1451981824878,3
134000,-94,1451981824882,11
134000,-78,1451981824910,9
134000,-99,1451981824957,24
134000,-90,1451981824974,19
134000,-88,1451981824978,3
134000,-76,1451981825014,9
134000,-93,1451981825028,20
134000,-98,1451981825058,4
134000,-91,1451981825062,19
134000,-100,1451981825125,5
134000,-75,1451981825128,9
134000,-98,1451981825153,4
134000,-100,1451981825177,19
134000,-82,1451981825192,3
134000,-74,1451981825221,9
134000,-79,1451981825242,20
134000,-94,1451981825271,19
134000,-87,1451981825296,3
134000,-76,1451981825324,9
134000,-90,1451981825343,20
134000,-99,1451981825364,4
134000,-78,1451981825393,19
134000,-84,1451981825397,3
134000,-100,1451981825444,1
134000,-69,1451981825448,9
134000,-85,1451981825455,20
134000,-79,1451981825479,19
134000,-87,1451981825509,11
134000,-83,1451981825513,3
134000,-99,1451981825541,1
134000,-69,1451981825545,9
134000,-91,1451981825570,20
134000,-78,1451981825596,19
134000,-85,1451981825601,3
134000,-70,1451981825639,9
134000,-87,1451981825660,20
134000,-81,1451981825684,19
134000,-85,1451981825711,3
134000,-87,1451981825714,11
134000,-70,1451981825741,9
134000,-88,1451981825764,20
134000,-82,1451981825768,5
134000,-84,1451981825812,3
134000,-87,1451981825816,11
134000,-71,1451981825845,9
134000,-96,1451981825867,1
134000,-91,1451981825870,20
134000,-83,1451981825873,5
134000,-83,1451981825897,19
134000,-86,1451981825918,3
134000,-87,1451981825922,11
134000,-72,1451981825981,9
134000,-92,1451981825985,20
134000,-80,1451981825988,5
134000,-82,1451981826002,19
134000,-83,1451981826034,3
134000,-89,1451981826037,11
134000,-82,1451981826079,5
134000,-83,1451981826128,3
134000,-88,1451981826146,11
134000,-89,1451981826167,20
134000,-71,1451981826173,9
134000,-81,1451981826202,5
134000,-86,1451981826235,3
134000,-87,1451981826263,11
134000,-70,1451981826281,9
134000,-92,1451981826285,20
134000,-98,1451981826289,1
134000,-82,1451981826303,5
134000,-82,1451981826329,19
134000,-83,1451981826347,3
134000,-89,1451981826350,11
134000,-94,1451981826387,20
134000,-98,1451981826390,1
134000,-79,1451981826413,5
134000,-87,1451981826430,19
134000,-83,1451981826447,3
134000,-87,1451981826464,11
134000,-73,1451981826481,9
134000,-99,1451981826517,1
134000,-83,1451981826521,5
134000,-86,1451981826535,19
134000,-83,1451981826564,3
134000,-88,1451981826567,11
134000,-96,1451981826619,20
134000,-82,1451981826622,5
134000,-86,1451981826647,19
134000,-88,1451981826669,11
134000,-84,1451981826673,3
134000,-70,1451981826699,9
134000,-94,1451981826708,20
134000,-99,1451981826733,1
134000,-82,1451981826737,5
134000,-86,1451981826749,19
134000,-88,1451981826765,11
134000,-71,1451981826789,9
134000,-82,1451981826835,5
134000,-87,1451981826867,19
134000,-83,1451981826875,3
134000,-88,1451981826878,11
134000,-71,1451981826902,9
134000,-91,1451981826921,20
134000,-82,1451981826934,5
134000,-87,1451981826953,19
134000,-83,1451981826983,3
134000,-88,1451981826986,11
134000,-71,1451981827007,9
134000,-91,1451981827039,20
134000,-82,1451981827042,5
134000,-88,1451981827077,11
134000,-101,1451981827103,22
134000,-71,1451981827109,9
134000,-90,1451981827139,20
134000,-82,1451981827142,5
134000,-87,1451981827184,19
134000,-88,1451981827190,11
134000,-84,1451981827193,3
134000,-71,1451981827213,9
134000,-92,1451981827243,20
134000,-86,1451981827274,19
134000,-88,1451981827304,11
134000,-83,1451981827308,3
134000,-71,1451981827339,9
134000,-90,1451981827354,20
134000,-79,1451981827360,5
134000,-86,1451981827378,19
134000,-88,1451981827407,11
134000,-79,1451981827412,3
134000,-91,1451981827438,20
134000,-85,1451981827475,19
134000,-88,1451981827514,11
134000,-83,1451981827518,3
134000,-71,1451981827543,9
134000,-91,1451981827555,20
134000,-83,1451981827573,5
134000,-85,1451981827580,19
134000,-88,1451981827613,11
134000,-82,1451981827617,3
134000,-71,1451981827641,9
134000,-92,1451981827676,20
134000,-83,1451981827682,5
134000,-85,1451981827708,19
134000,-89,1451981827717,11
134000,-83,1451981827722,3
134000,-71,1451981827752,9
134000,-83,1451981827775,5
134000,-85,1451981827808,19
134000,-88,1451981827817,11
134000,-71,1451981827852,9
134000,-91,1451981827877,20
134000,-101,1451981827883,1
134000,-84,1451981827887,5
134000,-85,1451981827916,19
134000,-88,1451981827921,11
134000,-83,1451981827939,3
134000,-71,1451981827979,9
134000,-91,1451981827983,20
134000,-83,1451981828006,5
134000,-86,1451981828011,19
134000,-89,1451981828039,11
134000,-84,1451981828044,3
134000,-71,1451981828078,9
134000,-89,1451981828083,20
134000,-84,1451981828106,5
134000,-86,1451981828130,19
134000,-88,1451981828135,11
134000,-83,1451981828142,3
134000,-71,1451981828173,9
134000,-90,1451981828194,20
134000,-86,1451981828223,19
134000,-88,1451981828229,11
134000,-83,1451981828257,3
134000,-67,1451981828290,9
134000,-90,1451981828296,20
134000,-83,1451981828324,5
134000,-85,1451981828331,19
134000,-67,1451981828371,9
134000,-91,1451981828391,20
134000,-86,1451981828431,19
134000,-88,1451981828458,11
134000,-83,1451981828463,3
134000,-71,1451981828495,9
134000,-93,1451981828499,20
134000,-83,1451981828528,5
134000,-86,1451981828559,19
134000,-89,1451981828565,11
134000,-83,1451981828570,3
134000,-71,1451981828594,9
134000,-83,1451981828625,5
134000,-85,1451981828646,19
134000,-88,1451981828675,11
134000,-83,1451981828680,3
134000,-71,1451981828709,9
134000,-92,1451981828714,20
134000,-100,1451981828718,1
134000,-83,1451981828741,5
134000,-85,1451981828775,19
134000,-89,1451981828779,11
134000,-83,1451981828783,3
134000,-71,1451981828808,9
134000,-93,1451981828819,20
134000,-82,1451981828863,19
134000,-88,1451981828868,11
134000,-83,1451981828873,3
134000,-93,1451981828926,20
134000,-67,1451981828932,9
134000,-83,1451981828936,5
134000,-85,1451981828959,19
134000,-82,1451981828980,3
134000,-87,1451981828987,11
134000,-71,1451981829014,9
134000,-90,1451981829019,20
134000,-84,1451981829043,5
134000,-85,1451981829060,19
134000,-83,1451981829093,3
134000,-89,1451981829097,11
134000,-71,1451981829126,9
134000,-83,1451981829148,5
134000,-100,1451981829155,1
134000,-85,1451981829178,19
134000,-83,1451981829184,3
134000,-88,1451981829189,11
134000,-71,1451981829244,9
134000,-92,1451981829248,20
134000,-83,1451981829253,5
134000,-100,1451981829256,1
134000,-86,1451981829277,19
134000,-71,1451981829315,9
134000,-91,1451981829352,20
134000,-86,1451981829378,19
134000,-82,1451981829413,3
134000,-71,1451981829420,9
134000,-84,1451981829469,19
134000,-71,1451981829531,9
134000,-83,1451981829561,5
134000,-82,1451981829594,3
134000,-89,1451981829599,11
134000,-90,1451981829637,20
134000,-83,1451981829665,5
134000,-85,1451981829694,19
134000,-83,1451981829699,3
134000,-87,1451981829703,11
134000,-71,1451981829737,9
134000,-102,1451981829766,1
134000,-83,1451981829771,5
134000,-86,1451981829799,19
134000,-83,1451981829803,3
134000,-88,1451981829807,11
134000,-83,1451981829895,5
134000,-87,1451981829903,19
134000,-82,1451981829929,3
134000,-88,1451981829934,11
134000,-67,1451981829962,9
134000,-91,1451981829972,20
134000,-84,1451981829996,5
134000,-86,1451981830030,19
134000,-83,1451981830035,3
134000,-87,1451981830039,11
134000,-67,1451981830067,9
134000,-92,1451981830077,20
134000,-83,1451981830096,5
134000,-83,1451981830135,3
134000,-92,1451981830171,20
134000,-83,1451981830198,5
134000,-100,1451981830203,1
134000,-87,1451981830233,11
134000,-71,1451981830273,9
134000,-91,1451981830278,20
134000,-84,1451981830296,5
134000,-82,1451981830321,3
134000,-86,1451981830325,19
134000,-86,1451981830348,11
134000,-67,1451981830380,9
134000,-91,1451981830384,20
134000,-77,1451981830404,5
134000,-93,1451981830442,4
134000,-93,1451981830445,19
134000,-92,1451981830450,11
134000,-77,1451981830497,5
134000,-92,1451981830514,4
134000,-88,1451981830527,3
134000,-92,1451981830534,19
134000,-92,1451981830545,11
134000,-73,1451981830584,9
134000,-77,1451981830609,5
134000,-92,1451981830625,4
134000,-87,1451981830642,3
134000,-92,1451981830644,19
134000,-92,1451981830658,11
134000,-73,1451981830687,9
134000,-77,1451981830702,5
134000,-93,1451981830727,4
134000,-87,1451981830745,3
134000,-93,1451981830748,19
134000,-52,1451981830780,9
134000,-76,1451981830810,5
134000,-91,1451981830834,4
134000,-86,1451981830865,3
134000,-92,1451981830870,19
134000,-89,1451981830875,11
134000,-73,1451981830902,9
134000,-73,1451981830907,20
134000,-75,1451981830923,5
134000,-91,1451981830948,4
134000,-84,1451981830982,3
134000,-91,1451981830987,19
134000,-92,1451981830992,11
134000,-72,1451981831017,20
134000,-97,1451981831021,22
134000,-76,1451981831049,5
134000,-92,1451981831053,4
134000,-85,1451981831072,3
134000,-90,1451981831086,11
134000,-72,1451981831112,20
134000,-72,1451981831115,9
134000,-75,1451981831134,5
134000,-93,1451981831140,4
134000,-84,1451981831174,3
134000,-90,1451981831179,19
134000,-94,1451981831204,11
134000,-72,1451981831213,20
134000,-72,1451981831217,9
134000,-93,1451981831239,4
134000,-86,1451981831271,3
134000,-90,1451981831276,19
134000,-94,1451981831305,11
134000,-72,1451981831313,9
134000,-77,1451981831341,5
134000,-93,1451981831366,4
134000,-87,1451981831384,3
134000,-88,1451981831392,19
134000,-91,1451981831418,11
134000,-74,1451981831428,20
134000,-71,1451981831432,9
134000,-77,1451981831452,5
134000,-85,1451981831492,3
134000,-94,1451981831496,19
134000,-74,1451981831519,20
134000,-72,1451981831525,9
134000,-76,1451981831554,5
134000,-93,1451981831561,4
134000,-92,1451981831595,19
134000,-88,1451981831602,3
134000,-93,1451981831613,11
134000,-75,1451981831631,20
134000,-72,1451981831636,9
134000,-92,1451981831686,4
134000,-87,1451981831718,19
134000,-91,1451981831724,11
134000,-74,1451981831728,20
134000,-72,1451981831756,9
134000,-73,1451981831761,5
134000,-90,1451981831799,19
134000,-88,1451981831827,3
134000,-93,1451981831834,11
134000,-74,1451981831839,20
134000,-72,1451981831872,9
134000,-77,1451981831876,5
134000,-93,1451981831879,4
134000,-88,1451981831915,3
134000,-92,1451981831917,11
134000,-71,1451981831929,20
134000,-72,1451981831946,9
134000,-77,1451981831968,5
134000,-93,1451981831982,4
134000,-80,1451981832008,19
134000,-88,1451981832031,3
134000,-95,1451981832034,11
134000,-72,1451981832036,20
134000,-73,1451981832053,9
134000,-73,1451981832082,5
134000,-93,1451981832085,4
134000,-83,1451981832132,19
134000,-88,1451981832135,3
134000,-95,1451981832138,11
134000,-71,1451981832141,20
134000,-70,1451981832159,9
134000,-81,1451981832220,19
134000,-92,1451981832259,11
134000,-73,1451981832265,20
134000,-74,1451981832290,9
134000,-77,1451981832300,5
134000,-93,1451981832323,4
134000,-95,1451981832357,11
134000,-76,1451981832362,20
134000,-74,1451981832387,9
134000,-77,1451981832420,5
134000,-94,1451981832425,4
134000,-84,1451981832447,19
134000,-92,1451981832453,11
134000,-77,1451981832457,20
134000,-75,1451981832475,9
134000,-73,1451981832508,5
134000,-93,1451981832513,4
134000,-87,1451981832542,19
134000,-87,1451981832547,3
134000,-74,1451981832551,20
134000,-74,1451981832574,9
134000,-79,1451981832608,5
134000,-93,1451981832615,4
134000,-89,1451981832646,19
134000,-86,1451981832651,3
134000,-92,1451981832674,11
134000,-72,1451981832705,9
134000,-79,1451981832747,5
134000,-93,1451981832755,4
134000,-85,1451981832779,19
134000,-73,1451981832792,20
134000,-93,1451981832796,11
134000,-73,1451981832802,9
134000,-77,1451981832825,5
134000,-93,1451981832831,4
134000,-85,1451981832858,19
134000,-72,1451981832862,20
134000,-91,1451981832893,11
134000,-72,1451981832895,9
134000,-96,1451981832897,22
134000,-78,1451981832918,5
134000,-94,1451981832937,4
134000,-87,1451981832951,19
134000,-84,1451981832953,3
134000,-73,1451981832968,20
134000,-92,1451981832970,11
134000,-73,1451981832988,9
134000,-77,1451981833033,5
134000,-93,1451981833052,4
134000,-89,1451981833054,19
134000,-87,1451981833067,3
134000,-74,1451981833069,20
134000,-92,1451981833083,11
134000,-72,1451981833102,9
134000,-93,1451981833141,4
134000,-87,1451981833179,19
134000,-88,1451981833187,3
134000,-92,1451981833195,11
134000,-98,1451981833223,22
134000,-78,1451981833260,5
134000,-94,1451981833265,4
134000,-82,1451981833291,19
134000,-71,1451981833295,20
134000,-88,1451981833301,3
134000,-94,1451981833305,11
134000,-78,1451981833359,5
134000,-82,1451981833393,19
134000,-86,1451981833397,3
134000,-72,1451981833401,20
134000,-92,1451981833408,11
134000,-78,1451981833458,5
134000,-87,1451981833494,3
134000,-92,1451981833498,11
134000,-72,1451981833502,20
134000,-73,1451981833524,9
134000,-77,1451981833548,5
134000,-93,1451981833582,4
134000,-82,1451981833589,19
134000,-87,1451981833612,3
134000,-72,1451981833616,20
134000,-72,1451981833635,9
134000,-77,1451981833654,5
134000,-82,1451981833686,19
134000,-72,1451981833702,20
134000,-74,1451981833728,9
134000,-77,1451981833759,5
134000,-92,1451981833816,4
134000,-81,1451981833821,19
134000,-93,1451981833825,11
134000,-88,1451981833833,3
134000,-72,1451981833850,20
134000,-73,1451981833855,9
134000,-78,1451981833876,5
134000,-93,1451981833909,4
134000,-82,1451981833914,19
134000,-95,1451981833919,11
134000,-87,1451981833923,3
134000,-72,1451981833946,20
134000,-72,1451981833951,9
134000,-78,1451981833977,5
134000,-92,1451981834009,4
134000,-81,1451981834016,19
134000,-92,1451981834022,11
134000,-87,1451981834044,3
134000,-72,1451981834055,20
134000,-72,1451981834080,9
134000,-77,1451981834090,5
134000,-94,1451981834116,4
134000,-82,1451981834121,19
134000,-91,1451981834126,11
134000,-82,1451981834144,3
134000,-73,1451981834150,20
134000,-72,1451981834176,9
134000,-77,1451981834184,5
134000,-95,1451981834211,4
134000,-82,1451981834216,19
134000,-92,1451981834220,11
134000,-87,1451981834244,3
134000,-73,1451981834276,9
134000,-77,1451981834312,5
134000,-94,1451981834317,4
134000,-92,1451981834321,11
134000,-88,1451981834345,3
134000,-72,1451981834380,9
134000,-78,1451981834404,5
134000,-93,1451981834434,4
134000,-92,1451981834439,11
134000,-73,1451981834460,20
