xy_1,xy_2,fingerprint_1,fingerprint_2,fingerprint_3,fingerprint_4,fingerprint_5,fingerprint_6,fingerprint_7,fingerprint_8,fingerprint_9,fingerprint_10,fingerprint_11,fingerprint_12,fingerprint_13,fingerprint_14,fingerprint_15,fingerprint_16,fingerprint_17,fingerprint_18,fingerprint_19,fingerprint_20,fingerprint_21,fingerprint_22,fingerprint_23,fingerprint_24,fingerprint_25
128,0,0,0,-93.7241379310345,-97.1315789473684,-83.1469594594595,0,0,0,-74.159169550173,0,-90.7639902676399,0,0,0,0,0,0,0,-91.3964646464647,-75.6788830715532,0,0,0,0,0
130,0,-99.027027027027,0,-95.6678571428571,-98.7678571428571,-84.8661844484629,0,0,-97.3823529411765,-71.266323024055,0,-97.1294117647059,0,0,0,0,0,0,0,-88.0687022900763,-82.0855018587361,0,0,0,-103,0
132,0,0,0,-90.6791666666667,-93.8322147651007,-77.5089141004862,0,0,-98.9069767441861,-72.0366056572379,0,-91.6434540389972,0,0,0,0,0,0,0,-88.2416356877323,-77.1328903654485,0,0,0,0,0
134,0,-99.2428571428571,0,-86.6567164179104,-94.3364055299539,-83.6647173489279,0,0,-98.3448275862069,-72.8475177304964,0,-90.6917148362235,0,0,0,0,0,0,0,-82.5747747747748,-81.5337552742616,0,-99.3555555555556,0,-98.6896551724138,0
136,0,-99.3333333333333,0,-87.6130820399113,-94.5277777777778,-82.98087141339,0,0,-97.4545454545455,-75.1895161290323,0,-91.583932853717,0,0,0,0,0,0,0,-85.0098468271335,-71.8809776833156,0,-101.538461538462,0,-99.9318181818182,0
138,0,-99.9423076923077,0,-85.7738970588235,-94.5548387096774,-77.2615384615385,0,0,-95.0177514792899,-78.6994727592267,0,-91.6781609195402,0,0,0,0,0,0,0,-81.7247191011236,-74.7961672473868,0,-96.2417582417582,0,-98.7391304347826,0
140,0,-96.8119658119658,0,-89.9639830508475,-96.9795918367347,-84.3118908382066,0,0,-96.6393442622951,-66.4750430292599,0,-95.7286821705426,0,0,0,0,0,0,0,-84.5069306930693,-77.7800751879699,0,-99.1818181818182,0,-99,0
142,0,-96.9130434782609,0,-87.2659279778393,-96.765306122449,-86.590618336887,0,0,-95.6919191919192,-69.6552845528455,0,-92.6075949367089,0,0,0,0,0,0,0,-84.5514563106796,-71.4539473684211,0,-97.0923076923077,0,-98.7407407407407,0
144,0,0,0,-88.1662198391421,-98.5,-90.7105263157895,0,0,-95.8351063829787,-78.4867256637168,0,-95.1709844559585,0,0,0,0,0,0,0,-82.0200729927007,-71.8732394366197,0,-98.6666666666667,0,-96.4666666666667,0
146,0,-97.4,0,-92.9218106995885,-97.2946428571429,-82.4678800856531,0,0,-93.3969631236443,-74.2325819672131,0,-94.8669527896996,0,0,0,0,0,0,0,-82.7267818574514,-70.8536585365854,0,-97.7977528089888,0,-97.0615384615385,0
148,0,-96.8795180722892,0,-96.15625,-97.4545454545455,-91.1484375,0,0,-95.0347826086957,-78.7656765676568,0,-95.1136363636364,0,0,0,0,0,0,0,-85.1732776617954,-67.0687397708674,0,-98.3333333333333,0,0,0
150,0,-99,0,-91.8834586466165,-100,-89.1494736842105,0,0,-93.9794721407625,-75.8894557823129,0,-96.3778801843318,0,0,0,0,0,0,0,-86.1891891891892,-70.3170289855072,0,-100,0,-97.6190476190476,0
152,0,-98.5714285714286,0,-95.7841726618705,0,-86.8257080610022,0,0,-96.0648148148148,-76.4180887372014,0,-96.875,0,0,0,0,0,0,0,-88.669776119403,-75.4565972222222,0,0,0,-97.4512195121951,0
154,0,-97.6904761904762,0,-91.0125786163522,0,-88.9235668789809,0,0,-96.4260869565217,-79.0714285714286,0,-96.027972027972,0,0,0,0,0,0,0,-88.1971830985916,-74.9247706422018,0,-98.6164383561644,0,-97.5,0
156,0,-100,0,-93.0258064516129,0,-84.0176795580111,0,0,-96.6339285714286,-76.8565445026178,0,-98.196261682243,0,0,0,0,0,0,0,-88.0092915214866,-78.2978021978022,0,0,0,0,0
158,0,-98.2307692307692,0,-92.7780979827089,-98.0322580645161,-86,0,0,-93.5324675324675,-79.9947735191638,0,-96.4533333333333,0,0,0,0,0,0,0,-89.532,-70.0982286634461,0,-96.3870967741936,0,-100,0
160,0,-97.843137254902,0,-94.3762376237624,-98.3061224489796,-85.5318725099602,0,0,-93.0576496674058,-79.3546617915905,0,-96.9029850746269,0,0,0,0,0,0,0,-91.9646302250804,-70.9940357852883,0,-98.6,0,-96.6455696202532,0
162,0,-96.3724489795918,0,-95.7647058823529,0,-84.9472727272727,0,0,-94.702842377261,-77.8003533568905,0,-96.5753424657534,0,0,0,0,0,0,0,-80.2145328719723,-73.0118845500849,0,-99,0,-95.3793103448276,0
164,0,-95.8905109489051,0,-93.3875,0,-88.3858921161826,0,0,-94.8980392156863,-77.8776290630975,0,-97.9130434782609,0,0,0,0,0,0,0,-83.4260355029586,-72.246679316888,0,-98.3787878787879,0,-99,0
166,0,-94.9178082191781,0,-96.6926605504587,-99.037037037037,-86.9696233292831,0,0,-93.5302197802198,-77.9036544850498,0,-97.6981132075472,0,0,0,0,0,0,0,-82.6144578313253,-69.7711386696731,0,-98.2272727272727,0,-97,0
168,0,-98.1739130434783,0,-95.7066666666667,-99.3333333333333,-87.3185840707965,0,0,-96.6192170818505,-76.7696160267112,0,-98.5666666666667,0,0,0,0,0,0,0,-86.2965931863727,-73.5259515570934,0,-95.7569444444444,0,-98.8235294117647,0
170,0,-94.051948051948,0,-93.7301587301587,0,-87.4790794979079,0,0,-95.75,-77.3616236162362,0,-97.5714285714286,0,0,0,0,0,0,0,-83.8691358024691,-73.816091954023,0,0,0,0,0
172,0,-95.1666666666667,0,-96.7586206896552,-102,-89.7209302325581,0,0,-94.7184115523466,-82.4504347826087,0,-99.1111111111111,0,0,0,0,0,0,0,-80.3629893238434,-72.0649122807017,0,-97.75,0,-101.333333333333,0
174,0,-94.7,0,-97.5227272727273,0,-91.1246612466125,0,0,-93.3870967741936,-83.8162878787879,0,-97,0,0,0,0,0,0,0,-82.0750988142292,-68.012987012987,0,0,0,-98.3333333333333,0
176,0,-98.7777777777778,0,-99.5882352941177,-98.1428571428571,-89.156862745098,0,0,-92.0292792792793,-79.8103070175439,0,-97.5,0,0,0,0,0,0,0,-83.5677777777778,-66.9127071823204,0,0,0,-97.8785046728972,0
178,0,-96.6619718309859,0,-96.6071428571429,0,-91.0084848484849,0,0,-92.4232558139535,-82.9572836801753,0,-96.4345238095238,0,0,0,0,0,0,0,-84.8065395095368,-65.1740976645435,0,-98.6,0,-96.7153846153846,0
180,0,-94.2015209125475,0,-94.6494252873563,0,-85.7333333333333,0,0,-94.9414414414414,-79.4973637961336,0,-97.9,0,0,0,0,0,0,0,-77.2428571428571,-63.9547826086957,0,0,0,-97.7,0
182,0,-96.1973684210526,0,-97,0,-89.2850877192982,0,0,-97.0727272727273,-86.5086956521739,0,0,0,0,0,0,0,0,0,-78.9441117764471,-69.1646341463415,0,0,0,-97.4615384615385,0
184,0,-94.4535519125683,0,-93.4484536082474,0,-89.1880492091388,0,0,-91.2305555555556,-85.0034782608696,0,-98.7,0,0,0,0,0,0,0,-79.087656529517,-59.5677966101695,0,-97.6666666666667,0,-96.2820512820513,0
186,0,-94.7071129707113,0,-98.2121212121212,0,-92.914858096828,0,0,-91.7423312883436,-84.3383584589615,0,-99,0,0,0,0,0,0,0,-80.1864951768489,-69.8308605341246,0,-98.1111111111111,0,-96,0
188,0,-95.0398671096346,0,-94.1814345991561,0,-89.1303724928367,0,0,-92.5575396825397,-82.4830917874396,0,-97,0,0,0,0,0,0,0,-82.2588957055215,-70.7295980511571,0,-97.75,0,-97.1951219512195,0
190,0,-96.453125,0,-100,0,-92.4276985743381,0,0,-92.9201388888889,-87.8731060606061,0,-98.4,0,0,0,0,0,0,0,-73.8985507246377,-73.3292469352014,0,-98.8421052631579,0,-97.3,0
192,0,-95.4383561643836,0,-100,0,-92.4934640522876,0,0,-92.5053003533569,-83.0528375733855,0,-100,0,0,0,0,0,0,0,-75.4103053435115,-70.011811023622,0,-98.5,0,0,0
194,0,-95.7459016393443,0,-98.2857142857143,0,-89.8747591522158,0,0,-94.8304093567251,-87.869109947644,0,-101,0,0,0,0,0,0,0,-77.9438596491228,-68.5953565505804,0,-97,0,-97.2666666666667,0
196,0,-96.1184210526316,0,-99.875,0,-93.0290237467019,0,0,-96.8955223880597,-87.8493353028065,0,-99,0,0,0,0,0,0,0,-79.9110429447853,-76.5716353111433,0,-97.5714285714286,0,-96.4521739130435,0
198,0,-93.21875,0,-95.7241379310345,0,-92.5515055467512,0,0,-94.6775,-91.3565107458913,0,-96.8351648351648,0,0,0,0,0,0,0,-76.3380116959064,-72.4905660377358,0,0,0,-99.9090909090909,0
200,0,-90.1009463722397,0,-99.6666666666667,0,-95.4593908629442,0,0,-92.8515625,-87.4034749034749,0,0,0,0,0,0,0,0,0,-75.8411214953271,-77.54478976234,0,-97.6271186440678,0,-98.1,0
202,0,-91.2955555555556,0,-99,0,-96.7837837837838,0,0,-95.1692307692308,-93.4814814814815,0,0,0,0,0,0,0,0,0,-68.3996175908222,-77.6114398422091,0,0,0,-96.0294117647059,0
204,0,-90.9094488188976,0,-98.88,0,-91.0679611650485,0,0,-95.0130293159609,-91.1335807050093,0,0,0,0,0,0,0,0,0,-71.351081530782,-73.2045826513912,0,-98.5714285714286,0,-96.3684210526316,0
206,0,-87.4069591527988,0,-96.6916666666667,-101,-94.6943765281174,0,0,-94.4166666666667,-92.8391376451078,0,-100.380952380952,0,0,0,0,0,0,0,-72.4069591527988,-76.0533141210375,0,-100.666666666667,0,-98.864406779661,0
208,0,-88.8715012722646,0,-99.2285714285714,0,-92.7844827586207,0,0,-93.1627486437613,-89.6573426573427,0,-99.25,0,0,0,0,0,0,0,-71.718785151856,-72.5891829689298,0,-99.8846153846154,0,-96.343347639485,0
210,0,-91.4979674796748,0,0,0,-96.6115107913669,0,0,-96.1153846153846,-93.7394957983193,0,-99,0,0,0,0,0,0,0,-69.4822934232715,-80.0051194539249,0,-98.2307692307692,0,-95.9035087719298,0
212,0,-86.2364729458918,0,-96,0,-93.7730061349693,0,0,-94.7054263565891,-90.9063231850117,0,0,0,0,0,0,0,0,0,-70.310861423221,-78.3482309124767,0,-98.2222222222222,0,0,0
214,0,-89.8345724907063,0,-98,0,-93.9771428571429,0,0,-93.5299539170507,-91.4599483204134,0,0,0,0,0,0,0,0,0,-68.3382352941177,-80.8070469798658,0,-97.3815789473684,0,-96.5733333333333,0
216,0,-91.1409001956947,0,0,0,-95.1666666666667,0,0,-94.2251308900524,-86.5178571428571,0,0,0,0,0,0,0,0,0,-69.9941348973607,-76.433242506812,0,-95.5202312138728,0,-97.75,0
218,0,-91.0541813898704,0,-97.5121951219512,0,-95.8581818181818,0,0,-95.5231213872832,-89.9720605355064,0,0,0,0,0,0,0,0,0,-76.4534501642935,-79.5105438401776,0,-96.2286821705426,0,-96.7079646017699,0
220,0,-90.0123456790123,0,-98.3333333333333,0,-95.224043715847,0,0,-95.4549180327869,-89.8530534351145,0,0,0,0,0,0,0,0,0,-71.3590604026846,-79.8840336134454,0,-94.4181818181818,0,-94.3501945525292,0
222,0,-85.9171270718232,0,0,0,-97.9,0,0,-94.7756232686981,-89.5560859188544,0,0,0,0,0,0,0,0,0,-66.6118067978533,-82.4304029304029,0,-98.7837837837838,0,-96.2142857142857,0
224,0,-88.4728171334432,0,0,0,-97.7575757575758,0,0,-92.8123324396783,-94.5737704918033,0,0,0,0,0,0,0,0,0,-75.2569659442725,-82.6682389937107,0,-98.2222222222222,0,-95.8009049773756,0
226,0,-85.3968253968254,0,-97.2424242424242,0,-96.6759776536313,0,0,-93.5690909090909,-90.7050147492625,0,0,0,0,0,0,0,0,0,-72.5532212885154,-80.8710562414266,0,-98,0,-96.068085106383,0
228,0,-84.84425349087,0,-99.3333333333333,0,-94.9924812030075,0,0,-90.7019867549669,-92.424588086185,0,0,0,0,0,0,0,0,0,-72.987460815047,-81.0465367965368,0,-97.4444444444444,0,-97.0745341614907,0
230,0,-87.2330097087379,0,-98.5,0,-95.0112994350282,0,0,-90.3462246777164,-93.4166666666667,0,0,0,0,0,0,0,0,0,-73.1263345195729,-76.8623188405797,0,-96.2958579881657,0,-97.2153846153846,0
232,0,-83.8579234972678,0,-99.4166666666667,0,-95.9491525423729,0,0,-89.0140280561122,-93.0940438871473,0,0,0,0,0,0,0,0,0,-71.4795737122558,-82.6764705882353,0,-96.2594594594595,0,-97.8039215686274,0
234,0,-81.8219395866455,0,-98,-99.2,-99.15,0,0,-89.87728026534,-90.7810218978102,0,-98.25,0,0,0,0,0,0,0,-71.7556904400607,-80.2165109034268,0,-95.8212121212121,0,-97.7901234567901,0
236,0,-86.3307692307692,0,0,0,-98.4266666666667,0,0,-92.0286624203822,-92.077037037037,0,0,0,0,0,0,0,0,0,-77.0084745762712,-77.9917808219178,0,-94.3343283582089,0,-97.5441176470588,0
238,0,-88.5409523809524,0,0,0,-97.5877192982456,0,0,-91.481884057971,-92.2375,0,0,0,0,0,0,0,0,0,-68.7817869415808,-84.2184557438795,0,-94.6929133858268,0,-95.8297872340426,0
240,0,-88.3426724137931,0,-100,0,-97.7943262411348,0,0,-93.204128440367,-91.6449438202247,0,-102,0,0,0,0,0,0,0,-70.5642276422764,-84.3283333333333,0,-97.7333333333333,0,-96.4189189189189,0
242,0,-87.385775862069,0,-96,0,-97.4,0,0,-87.6957494407159,-95.3208333333333,0,0,0,0,0,0,0,0,0,-77.5386064030132,-90.2211764705882,0,-94.7173913043478,0,-96.4172661870504,0
244,0,-88.4265486725664,0,0,0,-94.9608695652174,0,0,-87.6054313099041,-94.5982532751092,0,-97.75,0,0,0,0,0,0,0,-69.3217391304348,-85.1523500810373,0,-93.8888888888889,0,-94.7120418848168,0
246,0,-87.8301886792453,0,-96,0,-99.0909090909091,0,0,-86.6750841750842,-93.1475,0,0,0,0,0,0,0,0,0,-67.9553158705701,-85.0499139414802,0,-93.0139664804469,0,-95.3208556149733,0
248,0,-86.9840425531915,0,0,0,-97.2777777777778,0,0,-89.007561436673,-95.0387323943662,0,-101,0,0,0,0,0,0,0,-74.573268921095,-87.2504347826087,0,-94.296442687747,0,-95.4492753623188,0
250,0,-83.7668488160291,0,0,0,-97.2272727272727,0,0,-88.8390557939914,-95.5045871559633,0,-101.666666666667,0,0,0,0,0,0,0,-71.3879598662207,-88.9257142857143,0,-95.1376811594203,0,-95.3946188340807,0
252,0,-85.7043010752688,0,0,0,0,0,0,-87.1885245901639,-94.0263157894737,0,0,0,0,0,0,0,0,0,-66.6992287917738,-81.5220680958386,0,-95.2870813397129,0,-92.3849206349206,0
254,0,-83.7533577533577,0,0,0,-97.3294117647059,0,0,-86.4786845310597,-94.7883597883598,0,0,0,0,0,0,0,0,0,-75.9588100686499,-86.359637774903,0,-90.8117001828154,0,-94.1686507936508,0
256,0,-84.3716129032258,0,-100,0,-96.4492753623188,0,0,-84.7782002534854,-94.9574468085106,0,0,0,0,0,0,0,0,0,-71.7650834403081,-85.86328125,0,-91.0981308411215,0,-94.0412371134021,0
258,0,-85.7165354330709,0,0,0,-97.6111111111111,0,0,-83.6187739463602,-93.4330484330484,0,-101,0,0,0,0,0,0,0,-75.8768656716418,-83.2685370741483,0,-90.7543252595156,0,-94.0074074074074,0
260,0,-75.4843517138599,0,-97.3333333333333,0,-97.6470588235294,0,0,-84.053412462908,-93.7698113207547,0,-100,0,0,0,0,0,0,0,-73.9264264264264,-79.3519882179676,0,-95.3076923076923,0,-93.0521739130435,0
262,0,-82.6288998357964,0,-98,0,-100,0,0,-88.6976320582878,-93.4522900763359,0,0,0,0,0,0,0,0,0,-71.2307692307692,-80.6835443037975,0,-86.2589641434263,0,-92.2433628318584,0
264,0,-76.9266750948167,0,-94.9760765550239,0,-96.8589743589744,0,0,-78.8673469387755,-91.0123076923077,0,0,0,0,0,0,0,0,0,-75.9185463659148,-80.8457516339869,0,-89.4952741020794,0,-92.1181619256018,0
266,0,-78.8186666666667,0,-97.5,0,-98,0,0,-85.9786950732357,-94.6741071428571,0,0,0,0,0,0,0,0,0,-74.9048877146631,-84.8892405063291,0,-87.1071428571429,0,-95.5743243243243,0
268,0,-81.0387205387205,0,0,0,0,0,0,-91.7665094339623,-94.962962962963,0,0,0,0,0,0,0,0,0,-75.087440381558,-85.9302721088435,0,-90.7240143369176,0,-91.2083333333333,0
270,0,-75.2951289398281,0,0,0,-97.1428571428571,0,0,-88.4789272030651,-93.4324324324324,0,0,0,0,0,0,0,0,0,-73.6959654178674,-86.008210180624,0,-90.5310924369748,0,-90.7550561797753,0
272,0,-78.7950310559006,0,-96.8823529411765,0,-96.3448275862069,0,0,-86.3056994818653,-90.3118811881188,0,0,0,0,0,0,0,0,0,-75.2118380062305,-82.9753289473684,0,-84.8566878980892,0,-90.3808664259928,0
274,0,-80.0380281690141,0,0,0,0,0,0,-82.2679083094556,-95.3631284916201,0,0,0,0,0,0,0,0,0,-82.9387186629527,-85.7450704225352,0,-88.8540772532189,0,-91.7218683651805,0
276,0,-73.593707250342,0,0,0,-97.5,0,0,-83.1101928374656,-91.1683501683502,0,0,0,0,0,0,0,0,0,-73.2571428571429,-86.8890909090909,0,-88.5016556291391,0,-90.8457583547558,0
278,0,-73.5327380952381,0,0,0,-97.5,0,0,-88.0501730103806,-92.3275,0,0,0,0,0,0,0,0,0,-74.8156342182891,-86.1878088962109,0,-86.0180505415162,0,-91.4121863799283,0
280,0,-77.6048714479026,0,0,0,-96.3157894736842,0,0,-78.0452674897119,-89.7165532879819,0,0,0,0,0,0,0,0,0,-77.4805013927577,-80.1602209944751,0,-86.2611570247934,0,-91.5538461538462,0
282,0,-72.7825443786982,0,0,0,-99,0,0,-83.5725677830941,-94.5574712643678,0,0,0,0,0,0,0,0,0,-78.4893939393939,-89.5990099009901,0,-90.2046263345196,0,-90.2029795158287,0
284,0,-73.8888888888889,0,0,0,-98.5714285714286,0,0,-79.8,-95.5056179775281,0,0,0,0,0,0,0,0,0,-71.8035190615836,-86.6780487804878,0,-86.1669266770671,0,-89.8954703832753,0
286,0,-77.7869080779944,0,-102,0,-97.2857142857143,0,0,-78.15625,-95.6654676258993,0,0,0,0,0,0,0,0,0,-74.6877637130802,-89.5971786833856,0,-89.0791245791246,0,-90.2229885057471,0
288,0,-78.2618083670715,0,0,0,-98.6666666666667,0,0,-75.1517615176152,-93.5273775216138,0,-98,0,0,0,0,0,0,0,-75.241847826087,-87.0788253477589,0,-85.2654028436019,0,-89.5149384885764,0
290,0,-72.5438829787234,0,0,0,-97.6666666666667,0,0,-79.5534759358289,-94.3150105708245,0,-96,0,0,0,0,0,0,0,-74.6222826086957,-87.3771186440678,0,-89.7203513909224,0,-89.959595959596,0
292,0,-75.5379644588045,0,0,0,-97.5833333333333,0,0,-83.4941176470588,-94.8317757009346,0,0,0,0,0,0,0,0,0,-79.2168067226891,-92.2593457943925,0,-91.9546742209632,0,-92.9193548387097,0
294,0,-77.20367278798,0,0,0,-102,0,0,-85.2356902356902,-96.9268292682927,0,0,0,0,0,0,0,0,0,-79.6633825944171,-90.9848024316109,0,-88.817094017094,0,-89.7229965156794,0
296,0,-76.6557142857143,0,0,0,0,0,0,-79.6754772393539,-96.4795321637427,0,0,0,0,0,0,0,0,0,-83.9355322338831,-86.7180616740088,0,-87.7442748091603,0,-91.0574074074074,0
298,0,-81.3960674157303,0,0,0,-97,0,0,-86.3512820512821,-97.6944444444444,0,0,0,0,0,0,0,0,0,-81.5749385749386,-89.4672,0,-90.974358974359,0,-91.3024475524475,0
300,0,-74.7954256670902,0,0,0,-97.6769230769231,0,0,-78.0269922879177,-96.6857142857143,0,0,0,0,0,0,0,0,0,-80.9801324503311,-90.6196013289037,0,-88.0947867298578,0,-88.0597014925373,0
302,0,-80.809980806142,0,-99,0,-96.271186440678,0,0,-75.2342007434944,-96.5833333333333,0,0,0,0,0,0,0,0,0,-76.466796875,-90.0470588235294,0,-85.4122287968442,0,-89.3121693121693,0
304,0,-76.2967032967033,0,0,0,-98.3333333333333,0,0,-77.0339622641509,-95.65625,0,0,0,0,0,0,0,0,0,-76.6775362318841,-87.5342857142857,0,-86.4152542372881,0,-89.1714922048998,0
306,0,-72.5588235294118,0,-101,0,0,0,0,-77.8687315634218,-96.1746031746032,0,0,0,0,0,0,0,0,0,-79.8025889967638,-88.4004024144869,0,-85.2480739599384,0,-86.5948795180723,0
308,0,-80.9324796274738,0,-98.0625,0,-101,0,0,-75.2150900900901,-94.6900584795322,0,0,0,0,0,0,0,0,0,-79.6837209302326,-90.0453648915187,0,-85.241975308642,0,-85.9505178365938,0
310,0,-81.140350877193,0,0,0,0,0,0,-76.205223880597,-94.5189873417721,0,0,0,0,0,0,0,0,0,-84.1352405721717,-88.4745762711864,0,-81.3784135240572,0,-88.7749029754204,0
312,0,-76.6248196248196,0,-99,0,0,0,0,-83.2624633431085,-95.0915492957746,0,0,0,0,0,0,0,0,0,-81.7587209302326,-90.3333333333333,0,-85.6909667194929,0,-90.1593625498008,0
314,0,-77.6744868035191,0,0,0,0,0,0,-78.5832037325039,-96.7214285714286,0,0,0,0,0,0,0,0,0,-84.0179104477612,-88.7601809954751,0,-85.1320754716981,0,-88.819391634981,0
316,0,-76.2021276595745,0,0,0,0,0,0,-75.5277449822904,-93.0070921985816,0,0,0,0,0,0,0,0,0,-87.1030303030303,-88.6767485822306,0,-85.3871359223301,0,-87.6812609457093,0
318,0,-79.2896725440806,0,0,0,0,0,0,-75.7148288973384,-95.5714285714286,0,0,0,0,0,0,0,0,0,-88.7703349282297,-94.8456790123457,0,-86.1986577181208,0,-92.5344827586207,0
320,0,-82.7740825688073,0,0,0,0,0,0,-78.4694610778443,-97.25,0,0,0,0,0,0,0,0,0,-84.3,-93.1309328968903,0,-80.2890442890443,0,-92.5647969052224,0
322,0,-79.8333333333333,0,0,0,0,0,0,-79.7454819277108,-97.8,0,0,0,0,0,0,0,0,0,-83.0377073906486,-92.6666666666667,0,-81.9292307692308,0,-92.0478873239437,0
324,0,-86.5036603221083,0,0,0,-96.5,0,0,-71.334788937409,-98.1052631578947,0,0,0,0,0,0,0,0,0,-92.6506849315068,-95.1870967741935,0,-87,0,-90.0585106382979,0
326,0,-83.1954314720812,0,-97,0,0,0,0,-69.1644171779141,-96.9787234042553,0,0,0,0,0,0,0,0,0,-89.2002840909091,-85.8728323699422,0,-84.2176781002639,0,-86.2658402203857,0
328,0,-89.0525394045534,0,0,0,-101,0,0,-71.9988009592326,-97.25,0,0,0,0,0,0,0,0,0,-87.8676236044657,-94.0441176470588,0,-78.0096385542169,0,-84.86701208981,0
330,0,-85.5446927374302,0,0,0,0,0,0,-68.4766009852217,-97.4571428571429,0,0,0,0,0,0,0,0,0,-88.3064295485636,-95.078431372549,0,-78.7754077791719,0,-81.8030303030303,0
332,0,-85.3888888888889,0,0,0,-98,0,0,-72.8399366085578,-94.8449612403101,0,0,0,0,0,0,0,0,0,-86.7029702970297,-88.9798994974874,0,-75.448,0,-82.098615916955,0
334,0,-85.9956584659913,0,0,0,0,0,0,-73.9562764456982,-96.6666666666667,0,0,0,0,0,0,0,0,0,-89.5524372230428,-90.1101321585903,0,-77.7303206997085,0,-85.5086614173228,0
336,0,-85.9840637450199,0,0,0,-98,0,0,-77.7895424836601,-95.7230769230769,0,0,0,0,0,0,0,0,0,-86.6531468531469,-89.8072519083969,0,-76.866323907455,0,-81.7698412698413,0
338,0,-87.7457404980341,0,0,0,-96,0,0,-71.6634615384615,-93.6976744186046,0,0,0,0,0,0,0,0,0,-88.9167803547067,-92.6486486486486,0,-78.5322966507177,0,-77.7114427860697,0
340,0,-88.0449871465296,0,0,0,0,0,0,-73.459872611465,-98,0,0,0,0,0,0,0,0,0,-88.4948024948025,-90.6517094017094,0,-76.2736572890026,0,-77.1217391304348,0
342,0,-91.3024282560706,0,0,0,0,0,0,-74.9250814332248,-97.1607142857143,0,0,0,0,0,0,0,0,0,-88.8451612903226,-91.5067264573991,0,-73.5925324675325,0,-78.5403087478559,0
344,0,-90.8874269005848,0,0,0,0,0,0,-74.0643431635389,-97.5957446808511,0,0,0,0,0,0,0,0,0,-92.1915789473684,-95.25,0,-74.796,0,-85.4811320754717,0
346,0,-88.1388499298738,0,-98,0,0,0,0,-78.3155080213904,-97.2,0,0,0,0,0,0,0,0,0,-90.3653250773994,-91.2158273381295,0,-75.6060606060606,0,-88.0963302752294,0
348,0,-88.281990521327,0,-97,0,0,0,0,-78.1486175115207,-97.0869565217391,0,0,0,0,0,0,0,0,0,-91.4746543778802,-93.7495462794918,0,-76.0588914549654,0,-79.0275119617225,0
350,0,-95.5065502183406,0,0,0,0,0,0,-75.5170603674541,0,0,0,0,0,0,0,0,0,0,-90.3710801393728,-96.5818181818182,0,-75.6213093709884,0,-78.7674418604651,0
352,0,-94.0280701754386,0,0,0,0,0,0,-77.660409556314,-95,0,0,0,0,0,0,0,0,0,-93.3707482993197,-95.1802325581395,0,-78.4412265758092,0,-78.7244367417678,0
354,0,-93.0855365474339,0,0,0,0,0,0,-83.8686730506156,-95.5,0,0,0,0,0,0,0,0,0,-94.3536299765808,-93.725,0,-73.8601583113456,0,-80.1607142857143,0
356,0,-90.9387096774194,0,0,0,0,0,0,-81.3711201079622,-98.9,0,0,0,0,0,0,0,0,0,-88.9874826147427,-91.7660455486542,0,-72.2601078167116,0,-78.0869565217391,0
358,0,-95.7932489451477,0,0,0,0,0,0,-76.6167597765363,-98,0,0,0,0,0,0,0,0,0,-88.840206185567,-93.247641509434,0,-75.9094972067039,0,-75.3303167420815,0
360,0,-90.1791530944625,0,0,0,0,0,0,-73.7667121418827,-96.6363636363636,0,0,0,0,0,0,0,0,0,-88.6995708154506,-94.4153225806452,0,-71.9223560910308,0,-76.0592193808883,0
362,0,-91.2882882882883,0,0,0,0,0,0,-80.1774193548387,-98.4444444444444,0,0,0,0,0,0,0,0,0,-89.2550607287449,-95.1862745098039,0,-74.8240418118467,0,-79.4419475655431,0
364,0,-92.094867807154,0,0,0,0,0,0,-80.6224489795918,-97,0,0,0,0,0,0,0,0,0,-88.7001499250375,-92.9652173913043,0,-77.2820181112549,0,-81.175,0
366,0,-91.4561403508772,0,0,0,0,0,0,-76.5285326086957,-96,0,0,0,0,0,0,0,0,0,-88.1080669710807,-95.5573770491803,0,-70.8832214765101,0,-82.2388268156425,0
368,0,-92.5202492211838,0,0,0,0,0,0,-81.3251859723698,0,0,0,0,0,0,0,0,0,0,-92.2377049180328,-95.5740740740741,0,-76.5995717344754,0,-80.3562841530055,0
370,0,-94.4597574421169,0,0,0,0,0,0,-83.8721541155867,0,0,0,0,0,0,0,0,0,0,-93.0797366495977,-95.4848084544254,0,-68.3459090909091,0,-74.825171624714,0
372,0,-93.9526184538653,0,0,0,0,0,0,-81.5548841893253,0,0,0,0,0,0,0,0,0,0,-91.2653631284916,-93.9326923076923,0,-73.0753701211305,0,-85.756880733945,0
374,0,-92.7010178117048,0,0,0,0,0,0,-81.9738878143133,-94,0,0,0,0,0,0,0,0,0,-93.1952941176471,-92.5187424425635,0,-74.2780898876404,0,-83.4824561403509,0
376,0,-94.8929577464789,0,0,0,0,0,0,-91.9644760213144,-98,0,0,0,0,0,0,0,0,0,-90.7550158394931,-93.900479616307,0,-66.6043444530644,0,-76.5858352578907,0
378,0,-96.1014492753623,0,0,0,0,0,0,-87.0152949745084,-99.5,0,0,0,0,0,0,0,0,0,-95.7603305785124,-97.551948051948,0,-66.8233264320221,0,-77.9134349030471,0
380,0,-96.0040650406504,0,0,0,0,0,0,-85.9243816254417,-99,0,0,0,0,0,0,0,0,0,-94.3138686131387,-97.5579710144928,0,-60.5522184300341,0,-84.5385790679908,0
