xy_1,xy_2,fingerprint_1,fingerprint_2,fingerprint_3,fingerprint_4,fingerprint_5,fingerprint_6,fingerprint_7,fingerprint_8,fingerprint_9,fingerprint_10,fingerprint_11,fingerprint_12,fingerprint_13,fingerprint_14,fingerprint_15,fingerprint_16,fingerprint_17,fingerprint_18,fingerprint_19,fingerprint_20,fingerprint_21,fingerprint_22,fingerprint_23,fingerprint_24,fingerprint_25
0,100,0,0,0,-89.8386666666667,0,-79.1116504854369,0,0,0,0,-97.0666666666667,-79.7368421052632,-78.8887417218543,0,0,0,0,0,0,0,0,0,0,0,0
0,102,0,0,0,-91.0516351118761,0,-80.7528830313015,0,0,0,0,-94.479381443299,-66.3594548551959,-70.4786885245902,0,0,0,0,0,0,0,0,0,0,0,-97.6153846153846
0,104,0,0,0,-93.0586419753086,0,-82.0283018867924,0,0,0,0,-98.53125,-78.2495344506518,-80.5985130111524,0,0,0,0,0,0,0,0,0,0,0,0
0,106,0,0,0,-92.0051724137931,0,-85.4899598393574,0,0,0,0,0,-78.6684782608696,-76.321568627451,0,0,0,0,0,0,0,0,0,0,0,-99.5
0,108,0,0,0,-90.9583333333333,0,-84.441265060241,0,0,0,0,-98.25,-73.7251798561151,-76.5544117647059,0,0,0,0,0,0,0,0,0,0,0,0
0,110,0,0,0,-87.5765258215962,0,-84.5776340110906,0,0,0,0,-95.606648199446,-72.5674709562109,-76.0654545454545,0,0,0,0,0,0,0,0,0,0,0,-100.25
0,112,0,0,0,-93.3961218836565,0,-91.1313131313131,0,0,0,0,-97.8333333333333,-72.5054644808743,-74.6601671309192,0,0,0,0,0,0,0,0,0,0,0,0
0,114,0,0,0,-94.066985645933,0,-83.9542961608775,0,0,0,0,-98,-77.4474637681159,-72.5523978685613,0,0,0,0,0,0,0,0,0,0,0,0
0,116,0,0,0,-94.9470588235294,0,-84.937618147448,0,0,0,0,-98.5454545454545,-82.4688,-74.313880126183,0,0,0,0,0,0,0,0,0,0,0,0
0,118,0,0,0,-92.2878787878788,0,-85.6011450381679,0,0,0,0,0,-73.7354948805461,-75.1135225375626,0,0,0,0,0,0,0,0,0,0,0,0
0,120,0,0,0,-93.5797101449275,0,-87.8360655737705,0,0,0,0,-94.9766355140187,-80.1404320987654,-76.0925373134328,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,-82.1326732673267,-71.3610169491525,-85.9117647058823,-75.6528497409326,0,0,-90.5220125786164,0,-70.6872852233677,-91.25,-90.0658914728682,0,0,0,0,0,-95.0963855421687,-92.8795811518325,0,0,0,0,-81.8489871086556
4,0,0,0,-88.4181818181818,-74.327868852459,-84.1136950904393,-79.9908592321755,0,0,-91.6206896551724,0,-70.7859778597786,-94.2489451476793,-94.4621026894866,0,0,0,0,0,-96.8518518518518,-96.031007751938,0,0,0,0,-86.7995951417004
6,0,0,0,-83.8200692041522,-72.8049586776859,-94.788643533123,-79.0846645367412,0,0,-94.0217983651226,0,-76.0049668874172,-95,-92.2494969818914,0,0,0,0,0,-97.4285714285714,-94.976,0,0,0,0,-88.2759226713533
8,0,0,0,-84.933588761175,-74.0823927765237,-89.8376963350785,-73.6844494892168,0,0,-91.9426573426573,0,-79.6020025031289,-93.9613733905579,-89.6727642276423,0,0,0,0,0,-97.1544715447154,-93.189247311828,0,0,0,0,-86.2997572815534
10,0,0,0,-83.088141025641,-73.3887096774194,-89.6384615384615,-86.1509769094139,0,0,-92.99604743083,0,-72.8616852146264,-94.3315789473684,-95.2780898876404,0,0,0,0,0,-97.4691358024691,-94.4759036144578,0,0,0,0,-89.2260397830018
12,0,0,0,-84.187984496124,-76.9982456140351,-88.3255813953488,-88.7648183556405,0,0,-94.4919786096257,0,-76.7668393782383,-96.4064516129032,-96.6597510373444,0,0,0,0,0,0,-95.5027027027027,0,0,0,0,-85.6101083032491
14,0,0,0,-81.6133056133056,-76.330612244898,-87.6145374449339,-83.8812877263582,0,0,-95.7094017094017,0,-79.1771058315335,-94.3991228070175,-97.6057692307692,0,0,0,0,0,-97.0666666666667,-93.4350453172205,0,0,0,0,-84.95337995338
16,0,0,0,-81.3273381294964,-78,-87.0018832391714,-90.8153034300792,0,0,-94.6413793103448,0,-75.8605072463768,-99,-100,0,0,0,0,0,-98.4285714285714,-94.9106628242075,0,0,0,0,-92.2774193548387
18,0,0,0,-81.9480916030534,-77.9056152927121,-89.3736434108527,-84.4211195928753,0,0,-90.905035971223,0,-79.7130325814536,0,-96.2730627306273,0,0,0,0,0,-96.9163346613546,-93.630289532294,0,0,0,0,-90.5679389312977
20,0,0,0,-83.1798679867987,-73.0560747663551,-90.1236162361624,-92.0704225352113,0,0,-92.2976190476191,0,-75.8959349593496,-99.2666666666667,-98.8333333333333,0,0,0,0,0,-93.9666666666667,-94.9526462395543,0,0,0,0,-87.0989399293286
22,0,0,0,-80.8234234234234,-81.2331288343558,-92.3345070422535,-91.1818181818182,0,0,-90.4725274725275,0,-80.0420315236427,0,-98,0,0,0,0,0,-95.6894409937888,-93.2697368421053,0,0,0,0,-90.0227743271221
24,0,0,0,-81.5995670995671,-81.5085106382979,-88.0521541950113,-91.7603550295858,0,0,-92.4732394366197,0,-73.9828326180258,0,-98.9473684210526,0,0,0,0,0,-94.5108695652174,-95.0126582278481,0,0,0,0,-82.1330472103004
26,0,0,0,-76.6003787878788,-80.4870775347913,-91.3954659949622,-93.3110465116279,0,0,-91.3961813842482,0,-76.4926199261993,-96.3655913978495,-97.3478260869565,0,0,0,0,0,-98.4375,-95.2748538011696,0,0,0,0,-82.7471042471042
28,0,0,0,-79.3646209386282,-80.4154929577465,-89.3217391304348,-93.9921875,0,0,-95.3209109730849,0,-74.5782556750299,-97.5,0,0,0,0,0,0,-100.5,-95.2896935933148,0,0,0,0,-88.2380352644836
30,0,0,0,-80.8838709677419,-81.4353518821604,-85.5212947189097,-93.8810289389068,0,0,-89.9887640449438,0,-74.4884868421053,0,-98,0,0,0,0,0,-95.1702127659574,-97.7829457364341,0,0,0,0,-89.3534136546185
32,0,0,0,-78.8320987654321,-78.2826086956522,-88.7867494824017,-91.9018404907975,0,0,-92.778156996587,0,-75.7378277153558,-99.8529411764706,-100,0,0,0,0,0,-97.0833333333333,-93.4663774403471,0,0,0,0,-88.25
34,0,0,0,-80.8717948717949,-78.0521920668058,-84.4369230769231,-93.1854636591479,0,0,-95.4391534391534,0,-79.2395604395604,0,0,0,0,0,0,0,-96.9325842696629,-93.2348484848485,0,0,0,0,-89.2930648769575
36,0,0,0,-74.0077071290944,-78.4962406015038,-90.3333333333333,-92.3092485549133,0,0,-95.8733333333333,0,-80.2097087378641,0,0,0,0,0,0,0,-99.5142857142857,-93.7741935483871,0,0,0,0,-87.7790927021696
38,0,0,0,-74.3621103117506,-79.423645320197,-88.7345132743363,-96.4732620320856,0,0,-94.233995584989,0,-73.7423687423687,0,0,0,0,0,0,0,-97.3870967741936,-91.523141654979,0,0,0,0,-91.7558139534884
40,0,0,0,-81.1160862354892,-82.4776119402985,-88.7638888888889,-94.0847457627119,0,0,-92.4655870445344,0,-73.2748735244519,0,0,0,0,0,0,0,-94.4867924528302,-94.515625,0,0,0,0,-89.0139616055846
42,0,0,0,-79.7333333333333,-88.1959183673469,-85.5627530364372,-96.1954022988506,0,0,-94.6568265682657,0,-77.1996197718631,0,0,0,0,0,0,0,-94.4237288135593,-94.0824742268041,0,0,0,0,-87.9228187919463
44,0,0,0,-74.1659482758621,-83.2737819025522,-86.0125313283208,-95.5906976744186,0,0,-93.5872093023256,0,-79.7377049180328,0,0,0,0,0,0,0,-99.1428571428571,-94.4123711340206,0,0,0,0,-83.3789731051345
46,0,0,0,-79.5711422845691,-83.6256157635468,-82.796875,-89.555,0,0,-94.230179028133,0,-76.5200764818356,0,0,0,0,0,0,0,-96.0266666666667,-95.968,0,0,0,0,-93.1569620253165
48,0,0,0,-77.60450563204,-87.148031496063,-79.2051915945612,-97.1269035532995,0,0,-91.9330922242315,0,-82.3885350318471,0,0,0,0,0,0,0,-97.3888888888889,-90.2313725490196,0,0,0,0,-89.6094420600858
50,0,0,0,-80.0706075533662,-91.2619047619048,-82.7034220532319,-95.9268292682927,0,0,-86.8284518828452,0,-78.3937823834197,0,0,0,0,0,0,0,-95.0955414012739,-94.4607843137255,0,0,0,0,-92.6780821917808
52,0,0,0,-74.511811023622,-91.7068965517241,-77.6293279022403,-96.1443298969072,0,0,-88.0063492063492,0,-75.9512670565302,0,0,0,0,0,0,0,-97.0169491525424,-93.7914438502674,0,0,0,0,-86.4631578947368
54,0,0,0,-78.0568181818182,-87.1733333333333,-76.2824601366743,-96.4871794871795,0,0,-90.4948805460751,0,-80.0519187358916,0,0,0,0,0,0,0,-92.0148148148148,-93.5219123505976,0,0,0,0,-92.602510460251
56,0,0,0,-79.2340425531915,-85.917864476386,-76.019305019305,-96.1666666666667,0,0,-88.9641577060932,0,-82.436,0,0,0,0,0,0,0,-92.3719512195122,-91.066852367688,0,0,0,0,-89.9367681498829
58,0,0,0,-75.1262376237624,-89.4582560296846,-74.9710327455919,-93.7074829931973,0,0,-86.4735202492212,0,-84.5030211480363,0,0,0,0,0,0,0,-92.3535108958838,-90.5924276169265,0,0,0,0,-88.9673590504451
60,0,0,0,-75.4044943820225,-84.2249589490969,-77.8621190130624,-90.515873015873,0,0,-89.741935483871,0,-75.6839694656489,0,0,0,0,0,0,0,-96.5585585585586,-93.13074204947,0,0,0,0,-83.55
62,0,0,0,-77.2962962962963,-86.6488095238095,-72.8659966499162,-93.0684039087948,0,0,-89.3126550868486,0,-80.8860103626943,0,0,0,0,0,0,0,-94.2608695652174,-94.0518518518519,0,0,0,0,-83.9464285714286
64,0,0,0,-79.5905511811024,-85.3955823293173,-74.9408396946565,-94.6227106227106,0,-100,-90.1336515513127,0,-85.513698630137,0,0,0,0,0,0,0,-91.5431654676259,-91.7707317073171,0,0,0,0,-87.6800894854586
66,0,0,0,-80.4395770392749,-88.9305210918114,-80.3212121212121,-99,0,0,-89.5263157894737,0,-85.6935483870968,0,0,0,0,0,0,0,-89.9430894308943,-91.0414312617702,0,0,0,0,-90.6587301587302
68,0,0,0,-83.5897079276773,-87.2780678851175,-76.21101992966,-93.3433333333333,0,0,-86.5619047619048,0,-82.7647058823529,0,0,0,0,0,0,0,-95.9411764705882,-88.688202247191,0,0,0,0,-94.3267326732673
70,0,0,0,-74.6290801186944,-87.6538461538462,-73.5913978494624,-98,0,-100,-87.6410835214447,0,-85.4805194805195,0,0,0,0,0,0,0,-91.7126099706745,-90.4631956912029,0,0,0,-99,-96.030888030888
72,0,0,0,-72.4366197183099,-92.0874035989717,-76.4726962457338,-97.1022727272727,0,-100.5,-82.0139442231076,0,-87.8765690376569,0,0,0,0,0,0,0,-93.0914285714286,-85.5333333333333,0,0,0,-98.0555555555556,-93.811320754717
74,0,-102.5,0,-82.4316037735849,-91.974025974026,-73.8,-95.3015873015873,0,-98.5,-80.6247422680412,0,-87.5594713656388,0,0,0,0,0,0,0,-93.2655172413793,-87.0379146919431,0,0,0,0,-93.6578947368421
76,0,-98.8333333333333,0,-79.4401294498382,-93.5994623655914,-74.9211746522411,-98.89,0,-98.2954545454545,-80.8730158730159,0,-84.4156626506024,0,0,0,0,0,0,0,-92.622418879056,-84.2294736842105,0,0,0,-98.3493975903614,-94.2544378698225
78,0,-98.6276595744681,0,-79.817191283293,-90.3967611336032,-73.1228501228501,-95.0759493670886,0,-95.4197530864197,-77.8162291169451,0,-79.0358422939068,0,0,0,0,0,0,0,-90.2238193018481,-83.2208835341365,0,0,0,-98.3076923076923,-96.9310344827586
80,0,0,0,-78.6360902255639,-90.4615384615385,-73.5679012345679,-99.0666666666667,0,-99.875,-77.0155279503106,0,-84.2678288431062,0,0,0,0,0,0,0,-90.3799283154122,-82.9098360655738,0,0,0,0,-98.1081081081081
82,0,0,0,-82.7207920792079,-94.1005747126437,-75.7589134125637,0,0,-99.6,-80.012,0,-89.0548523206751,0,0,0,0,0,0,0,-87.9932279909707,-86.6996402877698,0,0,0,0,-98.0769230769231
84,0,0,0,-84.86,-94.2850678733032,-75.2443991853361,-100.5,0,0,-78.5386178861789,0,-87.7075268817204,0,0,0,0,0,0,0,-90.031862745098,-91.4052044609665,0,0,0,0,-96.0921985815603
86,0,0,0,-86.103825136612,-91.4448529411765,-72.8489736070381,-99.3157894736842,0,0,-80.8869969040248,0,-90.3074141048825,0,0,0,0,0,0,0,-92.2198852772467,-92.6258503401361,0,0,0,0,-98.2611940298507
88,0,0,0,-86.3029045643154,-95.8365650969529,-76.9834710743802,0,0,0,-82.1607142857143,0,-93.1453396524487,0,0,0,0,0,0,0,-91.6697108066971,-87.6136950904393,0,0,0,0,-97.2122641509434
90,0,0,0,-82.8340943683409,-90.7768817204301,-75.1424148606811,0,0,-96.8316831683168,-78.8667736757624,0,-89.7316666666667,0,0,0,0,0,0,0,-89.447191011236,-80.8814352574103,0,0,0,0,-97.5714285714286
92,0,0,0,-83.8253968253968,-95.1376518218623,-74.0521008403361,0,0,0,-83.6018691588785,0,-90.8863636363636,0,0,0,0,0,0,0,-86.7706237424547,-83.5416666666667,0,0,0,0,-97.6666666666667
94,0,0,0,-82.7445414847162,-96.1271186440678,-68.2669404517454,0,0,-99.5,-83.3362831858407,0,-89.4676258992806,0,0,0,0,0,0,0,-88.4299516908213,-84.1192660550459,0,0,0,0,-96.4339622641509
96,0,0,0,-85.3676222596965,-95.2039215686275,-71.9827338129496,0,0,0,-83.4362416107383,0,-88.120218579235,0,0,0,0,0,0,0,-90.3817330210773,-87.3896321070234,0,0,0,0,-96.260162601626
98,0,0,0,-81.0496894409938,-95.5287081339713,-70.494532199271,-100,0,-99.8,-82.7706310679612,0,-87.9907975460123,0,0,0,0,0,0,0,-89.9615384615385,-82.2173913043478,0,-98,0,0,-98
100,0,0,0,-84.6319018404908,-97.5703703703704,-73.9692307692308,0,0,-99,-80.556765163297,0,-91.204958677686,0,0,0,0,0,0,0,-88.7697715289982,-79.1636363636364,0,0,0,-100,-102
102,0,-99.9807692307692,0,-91.3126491646778,-97.1481481481482,-75.9171075837743,0,0,-98.0915032679739,-74.0196078431373,0,-89.9872068230277,0,0,0,0,0,0,0,-89.5805626598465,-81.3736842105263,0,0,0,0,-99.8421052631579
104,0,-100.5,0,-88.9891500904159,-95.9212598425197,-75.0771756978654,-99.9166666666667,0,-98.5742574257426,-76.7779605263158,0,-90.7936507936508,0,0,0,0,0,0,0,-90.8715415019763,-86.0289575289575,0,0,0,0,-100
106,0,-99.6666666666667,0,-89.7217391304348,-94.7910447761194,-78.9015317286652,0,0,-98.1172413793103,-76.0988235294118,0,-93.7658227848101,0,0,0,0,0,0,0,-89.1051212938005,-81.3660714285714,0,0,0,0,-98.043956043956
108,0,0,0,-88.9383259911894,-97.2988505747126,-74.0159901599016,0,0,-95.7464114832536,-77.3074119076549,0,-92.5160349854227,0,0,0,0,0,0,0,-88.2233285917496,-77.8450363196126,0,0,0,-99.6923076923077,-99.3802816901408
110,0,-98.3333333333333,0,-84.2923076923077,-95.0594594594595,-72.7235023041475,0,0,-97.375,-79.8483333333333,0,-91.5989010989011,0,0,0,0,0,0,0,-84,-80.435736677116,0,0,0,0,-96
112,0,0,0,-88.4484848484849,-96.3904761904762,-78.4,0,0,-99,-73.3061594202899,0,-93.9315589353612,0,0,0,0,0,0,0,-90.3424947145877,-78.3911504424779,0,0,0,0,-98.25
114,0,0,0,-83.4508393285372,-96.5918367346939,-70.1337868480726,0,0,0,-71.9492273730684,0,-90.4765100671141,0,0,0,0,0,0,0,-89.8888888888889,-81.2607655502392,0,0,0,0,-96
116,0,-98.5555555555556,0,-85.2280285035629,-95.9,-82.9361179361179,0,0,-97.1123595505618,-76.8521939953811,0,-94.3117647058824,0,0,0,0,0,0,0,-87.615763546798,-81.9545454545455,0,0,0,0,0
118,0,0,0,-84.7774762550882,-95.0476190476191,-77.9855421686747,0,0,-100,-76.5263788968825,0,-95.0616438356164,0,0,0,0,0,0,0,-89.8209150326797,-85.1470588235294,0,0,0,-98.1428571428571,0
120,0,0,0,-89.5269978401728,-94.7391304347826,-77.8035398230088,0,0,-95.8333333333333,-73.2416666666667,0,-92.9539748953975,0,0,0,0,0,0,0,-86.964,-75.6637478108581,0,0,0,-95,0
122,0,0,0,-87.0171526586621,-97.2673267326733,-79.3531300160514,0,0,-97.6666666666667,-71.8241935483871,0,-92.8909952606635,0,0,0,0,0,0,0,-92.106976744186,-82.2690355329949,0,0,0,0,0
124,0,-98.5,0,-86.8648648648649,-94.8272727272727,-77.7391304347826,0,0,-97,-70.8692699490662,0,-93.3303571428571,0,0,0,0,0,0,0,-83.1245551601424,-75.6067019400353,0,0,0,-95.6666666666667,-98.5
126,0,0,0,-92.3032679738562,-94.5738636363636,-84.9047619047619,0,0,0,-73.5917753259779,0,-95.6064516129032,0,0,0,0,0,0,0,-87.1058315334773,-77.8044164037855,0,0,0,0,-97.4125874125874
